step,reward,score,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate
3496,104.478491,104.478491,0.66045076,-0.05938264,0.77687293,0.5875775,-48.1097286939621,2.5993911027908325,54191
3497,113.099186,113.099186,-0.5660363,0.8241652,0.35024917,-1.0,-35.50618499517441,7.154927462339401,89387
3498,101.291197,101.291197,-0.4822942,0.46882403,0.33849815,-0.32334173,-35.34238576889038,11.0,33691
3499,103.295302,103.295302,0.25403893,-0.59259003,0.18633673,0.86247414,-20.0,5.9117156863212585,63614
3500,135.169323,135.169323,-0.46447545,0.16609213,1.0,1.0,-39.08482454717159,3.4870166182518005,160000
3501,133.965819,133.965819,1.0,-0.76460385,0.4726652,0.6007793,-58.86069297790527,7.680868566036224,116012
3502,126.55295,126.55295,0.59613335,0.65085524,1.0,1.0,-23.25182199478149,10.46639120578766,156364
3503,118.676202,118.676202,1.0,-0.5028998,0.6952696,1.0,-35.210909843444824,11.0,119994
3504,117.553152,117.553152,1.0,0.09776093,1.0,1.0,-20.0,11.0,64464
3505,131.5002,131.5002,0.08312559,0.9986076,-0.3925873,-0.4461831,-20.0,9.346518278121948,39332
3506,101.631148,101.631148,1.0,-0.19978668,0.23896068,-0.68735105,-39.14882317185402,9.1299489736557,160000
3507,121.161836,121.161836,0.0088346,0.83915335,1.0,1.0,-33.52738320827484,7.975918561220169,32000
3508,107.783059,107.783059,-1.0,-0.13991906,0.94323075,1.0,-60.0,5.028947949409485,61032
3509,143.345102,143.345102,-0.22295433,0.3734368,-0.0343104,1.0,-28.520723581314087,5.1920168697834015,160000
3510,93.160879,93.160879,0.64844877,1.0,1.0,-0.27696902,-43.08254897594452,4.538293391466141,93483
3511,102.694653,102.694653,1.0,1.0,-1.0,1.0,-60.0,11.0,140769
3512,129.637238,129.637238,0.8073969,-1.0,0.4613334,1.0,-48.0128014087677,8.207159698009491,138801
3513,122.221534,122.221534,1.0,-0.8725182,-0.94385964,0.3158498,-44.194451570510864,11.0,72422
3514,112.085016,112.085016,1.0,0.34365273,-0.088850856,0.921949,-48.67597579956055,11.0,126338
3515,120.075258,120.075258,-1.0,0.56113625,1.0,0.4275845,-44.32664334774017,11.0,160000
3516,131.522845,131.522845,-0.36072573,0.31724322,1.0,1.0,-58.12357544898987,2.3728976249694824,55538
3517,111.441954,111.441954,-1.0,-0.16855215,1.0,0.06981355,-20.0,1.0,160000
3518,91.539681,91.539681,-0.5208184,-0.4217541,1.0,1.0,-27.98296570777893,3.2404929995536804,102565
3519,108.295426,108.295426,-0.4828871,-0.9277173,1.0,1.0,-27.85262107849121,6.787074565887451,32000
3520,124.658386,124.658386,-0.64247155,-0.735547,0.62315094,-0.45687962,-28.37968707084656,10.59590584039688,32000
3521,159.654445,159.654445,0.7828964,1.0,0.84180707,-0.6750885,-60.0,7.021902188658714,72884
3522,149.464033,149.464033,1.0,0.62645143,0.8881146,1.0,-43.12961935997009,10.01154398918152,54457
3523,122.520816,122.520816,1.0,1.0,0.43561321,-0.83525455,-60.0,1.0,77792
3524,123.380417,123.380417,-0.098855525,-0.3039546,0.42339736,0.37771615,-60.0,7.518013477325439,32000
3525,134.717817,134.717817,0.7367703,1.0,1.0,1.0,-50.86091756820679,3.9738302528858185,137623
3526,107.598864,107.598864,-1.0,-1.0,0.43144104,1.0,-20.0,11.0,141495
3527,125.321782,125.321782,1.0,0.39508146,0.31162116,1.0,-20.0,9.262599408626556,49153
3528,103.8479,103.8479,1.0,-0.039741334,0.7978077,0.15981591,-33.34105610847473,7.358170509338379,130244
3529,100.59548,100.59548,0.285022,0.08227526,-0.4871102,0.57570624,-20.0,7.847590506076813,156115
3530,107.48099,107.48099,0.8700929,-0.42229283,-0.20635486,0.28880027,-42.14260920882225,11.0,158165
3531,130.375123,130.375123,-1.0,-0.0017967308,-0.885598,0.738084,-60.0,11.0,160000
3532,132.03801,132.03801,0.85174274,0.30872735,-0.96297014,0.6506305,-60.0,11.0,100026
3533,117.902585,117.902585,0.8866741,-0.015559519,0.68869776,0.17654431,-55.46024203300476,8.937099039554596,53123
3534,119.044623,119.044623,1.0,0.18646032,1.0,0.9741031,-27.62911081314087,11.0,106203
3535,131.356686,131.356686,0.5708585,0.16284338,0.2306613,-0.64866024,-23.130273818969727,1.0,48368
3536,124.853928,124.853928,0.23704608,-1.0,-1.0,-0.66818166,-49.78406965732575,7.77848607301712,109242
3537,114.010368,114.010368,0.09259489,-1.0,0.9797895,1.0,-41.62504479289055,4.869206309318543,111097
3538,112.529276,112.529276,1.0,0.18492481,-0.15182531,0.48172778,-20.0,11.0,32000
3539,108.023047,108.023047,1.0,-0.07473861,-0.038231373,0.65919214,-20.0,4.628683537244797,117353
3540,86.277044,86.277044,0.8882359,-0.4904206,1.0,-0.39755458,-43.34005832672119,11.0,38865
3541,106.906966,106.906966,-0.28108245,-1.0,0.21765363,-0.5519811,-53.171753883361816,11.0,32000
3542,103.09743,103.09743,0.27080026,-1.0,0.6300145,1.0,-20.0,11.0,77849
3543,116.319027,116.319027,0.36509088,-1.0,-0.15752524,0.6760107,-58.61600041389465,9.623420596122742,160000
3544,96.010197,96.010197,1.0,-1.0,1.0,0.66526854,-44.35028940439224,10.144158959388731,62547
3545,100.472951,100.472951,0.27080405,-1.0,0.18853128,-0.034438014,-46.43207252025604,11.0,94719
3546,144.082415,144.082415,-0.4795181,-0.9689468,0.04495257,-0.0032258034,-24.94589567184448,9.884282112121582,160000
3547,114.011375,114.011375,-1.0,0.07966421,-0.13194776,0.30224398,-54.49766159057617,9.655956387519836,80090
3548,111.957069,111.957069,1.0,-1.0,0.29983783,1.0,-45.536407828330994,2.169094443321228,76336
3549,122.171109,122.171109,1.0,-0.31771934,1.0,1.0,-54.55090761184693,10.57581639289856,160000
3550,120.781818,120.781818,-0.06851271,-0.21624586,1.0,1.0,-41.74249991774559,7.646460592746735,91342
3551,98.062108,98.062108,-1.0,0.50052464,1.0,0.30201304,-20.0,1.0,133112
3552,109.553272,109.553272,-0.62128973,-0.97796756,0.78548026,0.36146095,-33.13815534114838,1.0,32000
3553,108.301073,108.301073,-0.54550076,1.0,1.0,1.0,-32.26282000541687,3.731853425502777,32000
3554,103.487406,103.487406,1.0,0.54787123,-0.66396415,0.8917977,-56.710418462753296,2.940978765487671,125236
3555,86.59461,86.59461,0.3333049,1.0,1.0,0.053275764,-24.4357693195343,5.385760575532913,114765
3556,112.230441,112.230441,1.0,-0.0130980015,0.4055727,-0.20818222,-20.0,5.810561090707779,32000
3557,97.548593,97.548593,-0.11317778,-1.0,1.0,1.0,-45.94081878662109,5.481347054243088,102094
3558,109.660499,109.660499,-1.0,0.8789326,0.35252815,-0.31124574,-42.78455495834351,1.0,76592
3559,82.870795,82.870795,0.04162997,1.0,0.46983218,-0.47909695,-37.70871311426163,6.788202732801437,32000
3560,119.985079,119.985079,-1.0,1.0,0.42774773,0.61197305,-60.0,11.0,124894
3561,106.599659,106.599659,1.0,0.93923557,0.763627,0.026450217,-54.18801426887512,4.394960910081863,32000
3562,135.045897,135.045897,1.0,-0.50067985,-1.0,1.0,-20.0,6.350408256053925,154541
3563,82.518172,82.518172,1.0,0.67718077,-0.079152524,0.30166405,-60.0,11.0,90905
3564,107.128247,107.128247,0.04329142,0.15370911,-1.0,0.32472652,-33.505613803863525,2.7868632078170776,47054
3565,113.535291,113.535291,0.43091103,1.0,-0.1552462,0.49837455,-59.010231494903564,11.0,32000
3566,106.150727,106.150727,0.17547981,1.0,1.0,0.64572597,-20.0,1.0,156053
3567,97.749176,97.749176,0.0844872,-0.8715897,0.92214024,1.0,-29.125449657440186,11.0,38217
3568,100.616046,100.616046,0.4024803,-0.799395,1.0,0.7471458,-47.921860218048096,4.662945479154587,89143
3569,100.774617,100.774617,-1.0,1.0,1.0,1.0,-20.8512020111084,11.0,160000
3570,128.171777,128.171777,-0.7069998,0.42344755,0.13564646,-0.022990465,-20.37416100502014,2.5261709690093994,95351
3571,96.744068,96.744068,-0.7257892,-0.024343215,1.0,1.0,-31.429119110107425,1.0,160000
3572,108.093089,108.093089,-0.4985801,-0.69147843,0.79595315,0.882251,-20.0,1.1474344730377195,81032
3573,102.748119,102.748119,1.0,0.1291435,0.5272317,0.81253016,-43.15403759479523,11.0,160000
3574,113.044244,113.044244,0.16507812,-0.91390556,1.0,0.25001073,-60.0,11.0,110041
3575,98.492399,98.492399,1.0,0.51790303,0.06871706,0.20583984,-60.0,1.0,32000
3576,98.135669,98.135669,0.13209835,-1.0,0.57135135,1.0,-20.0,4.315212577581406,68353
3577,117.27132,117.27132,0.5434551,1.0,1.0,0.5785468,-40.30700653791428,4.680398017168045,160000
3578,123.175944,123.175944,1.0,-0.5386391,0.9278407,-0.4060217,-35.41495501995087,1.721280574798584,37651
3579,129.376022,129.376022,0.7137288,0.8705707,0.4447312,-0.48504353,-32.61088252067566,3.2854870557785034,65356
3580,101.815565,101.815565,1.0,-0.054793462,0.41093215,1.0,-60.0,11.0,160000
3581,120.018272,120.018272,0.36704335,1.0,1.0,0.6687164,-53.3637011051178,11.0,128191
3582,163.650178,163.650178,0.55809265,1.0,-0.08415967,0.9761745,-51.69934749603272,11.0,131728
3583,105.43382,105.43382,0.99634373,1.0,0.51090944,0.46678516,-60.0,3.487919926643372,126899
3584,93.143176,93.143176,-0.78669536,0.055849757,0.38198507,0.65970284,-32.92952060699463,5.370689243078232,116565
3585,123.187023,123.187023,1.0,0.39601746,-1.0,1.0,-60.0,1.0,160000
3586,114.187464,114.187464,-1.0,-0.5345767,0.34240758,-0.2757309,-55.46223998069763,1.0,150869
3587,123.803224,123.803224,0.345344,-0.7393118,-0.029744446,1.0,-43.31160843372345,9.018697202205658,59093
3588,130.213017,130.213017,1.0,-1.0,0.1755138,0.8352496,-45.27027189731598,7.916255950927734,129294
3589,107.495271,107.495271,1.0,0.09849365,0.06800616,-1.0,-60.0,11.0,112221
3590,115.000162,115.000162,0.8869316,-0.7381758,0.4561716,1.0,-20.0,3.052871584892273,61435
3591,112.886447,112.886447,0.16128084,0.5760314,0.8090823,0.5690995,-48.79808008670807,11.0,41087
3592,109.947901,109.947901,-0.88754535,1.0,-0.7205894,-0.48001015,-38.80869917571545,11.0,32000
3593,111.196058,111.196058,-0.33451855,-0.99566996,-0.10571766,1.0,-34.33795630931854,5.064880460500717,160000
3594,100.034049,100.034049,0.18188253,0.31134358,-0.18304175,0.9732952,-41.15101404488087,11.0,89373
3595,129.967472,129.967472,-0.36609176,-1.0,1.0,1.0,-44.78516221046448,6.490601360797882,32000
3596,96.445858,96.445858,-0.30266526,0.286537,0.28702515,-0.5334301,-20.0,11.0,32000
3597,115.073559,115.073559,-1.0,0.34482855,-1.0,0.63267154,-60.0,4.401323705911636,139664
3598,110.129896,110.129896,0.7417066,-1.0,1.0,0.89905214,-20.0,4.34303691983223,32000
3599,106.311716,106.311716,0.8054441,-0.07133416,1.0,-0.09892672,-20.0,1.0,78255
3600,105.682838,105.682838,-0.9320307,1.0,0.21274957,0.7791745,-20.208981037139893,11.0,32000
3601,121.684262,121.684262,1.0,-0.47603795,0.56842726,0.4851303,-21.75601840019226,5.651063829660416,155374
3602,100.445331,100.445331,1.0,-1.0,1.0,1.0,-57.108750343322754,1.1546710729599,143435
3603,145.079069,145.079069,0.03693849,0.9501241,0.61293983,1.0,-60.0,11.0,32000
3604,110.796906,110.796906,1.0,0.29459843,0.031567395,1.0,-50.68739414215088,10.14117693901062,107711
3605,126.823119,126.823119,0.060203552,0.4865776,1.0,-0.5876259,-60.0,1.0,160000
3606,99.482415,99.482415,-0.82978517,-1.0,0.1083594,1.0,-60.0,11.0,32000
3607,93.652927,93.652927,1.0,0.37442988,1.0,0.45499253,-28.89558792114257,8.95640617609024,47184
3608,163.348303,163.348303,0.9303787,0.6999099,0.29503155,0.5349356,-60.0,5.715177118778229,32000
3609,143.427176,143.427176,1.0,0.015180065,0.9438776,0.31995487,-28.35806369781494,6.163316875696182,96057
3610,102.192998,102.192998,-0.8561872,0.19154786,0.28950512,0.38933015,-39.33055877685547,8.745600044727325,160000
3611,114.806814,114.806814,-0.19325459,1.0,-0.13682175,0.27452904,-27.360310554504395,8.843136191368103,76230
3612,111.771528,111.771528,1.0,-1.0,1.0,1.0,-60.0,1.0,96658
3613,117.851402,117.851402,1.0,1.0,1.0,-1.0,-59.10320401191712,8.258933186531067,76701
3614,122.383077,122.383077,-0.25570062,-0.121631354,1.0,-0.015229285,-38.36149916052818,7.80365651845932,138222
3615,131.318047,131.318047,1.0,-0.94661784,0.17076927,0.7951737,-20.0,3.87109300494194,37770
3616,99.298842,99.298842,1.0,1.0,1.0,1.0,-43.27257513999939,4.327910155057907,64411
3617,105.501976,105.501976,0.0835014,-0.6480736,1.0,1.0,-33.209903836250305,11.0,32000
3618,109.669882,109.669882,-1.0,1.0,1.0,-0.33455223,-37.08409518003464,11.0,160000
3619,102.512852,102.512852,0.08575861,-1.0,1.0,-0.050935447,-52.2458291053772,11.0,51374
3620,93.819674,93.819674,-1.0,-0.14627638,1.0,1.0,-22.84414649009705,10.212496876716614,94920
3621,138.630439,138.630439,0.48137695,0.6472451,1.0,0.046853483,-20.0,11.0,71747
3622,128.073649,128.073649,1.0,-0.63797307,0.8185934,1.0,-28.185009956359863,4.298746645450592,32000
3623,102.466553,102.466553,-0.1105769,0.42871505,1.0,1.0,-28.883591890335083,6.773923099040985,112324
3624,144.4747,144.4747,-0.09311858,-0.8608962,-0.5239148,0.16231763,-60.0,11.0,57506
3625,108.963332,108.963332,0.55431485,-0.089274555,1.0,1.0,-60.0,11.0,128494
3626,109.609757,109.609757,1.0,1.0,0.91013587,0.6959288,-60.0,6.23628830909729,160000
3627,121.921592,121.921592,1.0,1.0,1.0,0.88682795,-36.40158116817474,1.2116256952285769,160000
3628,89.671395,89.671395,0.6807385,1.0,1.0,1.0,-43.6180180311203,7.940523535013199,160000
3629,114.652972,114.652972,1.0,-0.27001205,0.2936599,0.4832485,-53.652578592300415,1.0,125547
3630,97.649869,97.649869,-0.11875117,0.12897947,0.9717497,0.8962915,-20.0,11.0,103471
3631,100.075508,100.075508,1.0,-0.96158326,1.0,0.756689,-20.0,10.881346225738524,160000
3632,122.247904,122.247904,1.0,-1.0,-0.09734887,1.0,-44.9697345495224,7.557678729295731,82802
3633,94.319436,94.319436,1.0,0.0962894,0.048198044,1.0,-20.0,1.0,40143
3634,111.018281,111.018281,-0.80231595,0.39144918,1.0,1.0,-42.93994337320328,9.82380336523056,32000
3635,107.75367,107.75367,1.0,-1.0,1.0,1.0,-38.52684363722801,3.3767799139022827,160000
3636,105.225733,105.225733,1.0,1.0,0.2389254,1.0,-60.0,6.5071912705898285,137938
3637,150.523222,150.523222,-0.8342868,0.595099,0.809503,1.0,-20.0,11.0,149229
3638,105.911085,105.911085,-0.6453633,0.8278462,1.0,-0.58954996,-37.66195684671402,2.2476536631584167,32000
3639,115.684548,115.684548,0.015169948,0.20984852,0.13685474,1.0,-42.83979535102844,11.0,100408
3640,120.423448,120.423448,-0.26310027,0.08961802,-0.48972476,1.0,-60.0,11.0,156050
3641,110.902595,110.902595,1.0,1.0,1.0,-0.93152857,-41.22946545481682,7.613739281892776,134367
3642,120.715647,120.715647,0.6987957,-0.6785004,0.096580744,1.0,-43.61694246530533,6.018106400966644,32000
3643,109.789605,109.789605,1.0,-0.42891532,1.0,1.0,-58.84666442871094,6.21086186170578,142010
3644,116.386199,116.386199,0.9824373,0.16925421,1.0,-0.25657606,-22.905882596969604,11.0,102524
3645,104.175373,104.175373,-0.28244227,0.002896361,-0.89782333,1.0,-42.98259049654007,7.216859221458435,113120
3646,100.851405,100.851405,-0.12266973,-0.21593525,-0.10994893,1.0,-41.77872836589813,9.2769376039505,132706
3647,98.451597,98.451597,-0.0064842105,-0.45122144,-1.0,1.0,-36.60002231597901,5.209947735071182,160000
3648,99.890987,99.890987,1.0,1.0,-0.23279768,1.0,-20.0,1.0,160000
3649,100.263687,100.263687,0.40490866,-0.27328125,0.060138226,1.0,-43.95879477262497,2.7035895586013794,108221
3650,114.784371,114.784371,-0.4438786,-0.34194463,-0.26629668,0.894427,-43.0039182305336,11.0,124479
3651,117.19568,117.19568,-0.3713554,0.7289211,0.004511118,1.0,-51.70530080795288,10.837181568145752,151292
3652,110.130452,110.130452,1.0,0.022284996,0.6341331,1.0,-53.95282864570618,9.205691576004028,149504
3653,103.792885,103.792885,-0.32674128,-1.0,-0.21232069,0.80680156,-48.4259843826294,1.0,32000
3654,108.547783,108.547783,-0.14136001,-0.3163413,0.3410099,0.5075072,-45.01120567321777,8.631794214248657,115722
3655,151.073827,151.073827,-0.92901355,1.0,-0.2755106,0.8799223,-44.89329695701599,11.0,98897
3656,116.287102,116.287102,0.53022945,-0.04491339,1.0,-0.10420537,-52.03904867172241,3.459171414375305,110342
3657,84.121461,84.121461,-1.0,1.0,0.78223044,1.0,-60.0,11.0,43412
3658,107.956316,107.956316,0.4957183,-0.14215732,1.0,0.90617794,-43.86516302824021,5.825566858053207,32000
3659,137.630229,137.630229,1.0,-0.70404345,-0.824321,0.99217564,-60.0,9.146197199821472,32000
3660,122.638947,122.638947,-0.19588804,-0.023128875,0.10874194,0.61016864,-46.4484578371048,9.372573256492617,155156
3661,114.863795,114.863795,1.0,-0.032901186,1.0,0.9968588,-60.0,8.877984941005707,119358
3662,92.780546,92.780546,1.0,0.8347089,1.0,1.0,-36.525202095508575,11.0,79071
3663,131.220772,131.220772,-0.6114444,-0.62688357,1.0,-1.0,-55.84086418151856,4.381255269050598,160000
3664,134.463145,134.463145,0.47107208,1.0,-0.7312808,1.0,-35.40662467479706,7.972448229789734,160000
3665,87.058212,87.058212,1.0,-1.0,1.0,-0.57276493,-31.6704922914505,8.463707625865936,132712
3666,128.129286,128.129286,-0.19197205,-0.58999586,0.49443814,0.12970567,-60.0,7.78162157535553,160000
3667,103.65328,103.65328,-0.9176166,-0.15345132,-1.0,1.0,-46.939603090286255,8.48189389705658,142411
3668,107.814169,107.814169,0.049844116,-0.47834405,-0.4657365,-0.4891045,-52.36612558364868,6.741388648748398,64178
3669,116.250848,116.250848,0.92022204,0.55673957,1.0,0.6396983,-60.0,2.6759955883026123,109604
3670,98.421392,98.421392,0.026699036,-1.0,1.0,1.0,-52.3395574092865,7.334357112646103,109274
3671,103.334323,103.334323,0.5683649,-1.0,0.9478494,0.2569053,-32.902531027793884,10.065108299255373,32000
3672,93.152169,93.152169,1.0,-0.7528708,1.0,0.4387743,-20.0,7.485101580619812,145691
3673,118.928985,118.928985,1.0,0.1975843,1.0,1.0,-21.023083925247192,5.512980729341507,141162
3674,99.106575,99.106575,-0.15006405,-0.5848057,1.0,0.37791532,-20.0,1.0,138406
3675,105.652013,105.652013,1.0,-1.0,0.4654352,1.0,-56.946996450424194,5.65403288602829,155396
3676,101.969917,101.969917,-0.44643167,-1.0,-0.95361596,0.8138409,-20.0,7.1733802407979965,160000
3677,81.978484,81.978484,0.17209111,0.0025182106,1.0,0.47900772,-50.72002649307251,10.351155161857603,160000
3678,93.430115,93.430115,-0.36785203,-0.7263266,1.0,0.25730363,-35.90664088726044,1.861400365829468,32000
3679,96.604259,96.604259,0.024879158,-1.0,0.97970927,0.08138758,-26.24891996383667,11.0,79647
3680,98.626293,98.626293,0.42429727,-1.0,-1.0,1.0,-20.0,9.104405701160433,55396
3681,137.46799,137.46799,-0.45104027,0.97241056,0.8089024,1.0,-50.73369026184082,1.0,127645
3682,124.664336,124.664336,1.0,0.823579,1.0,1.0,-27.134664058685303,11.0,98252
3683,101.87932,101.87932,0.68561864,-1.0,1.0,1.0,-42.73874878883362,11.0,147631
3684,102.650907,102.650907,0.88125384,-0.41111887,0.7138465,0.63398695,-20.0,1.0,160000
3685,101.235286,101.235286,0.54909045,0.34053856,1.0,0.6717951,-33.47178339958191,10.078166484832764,103672
3686,97.363464,97.363464,1.0,-0.043967906,1.0,1.0,-27.760980129241943,11.0,160000
3687,113.270731,113.270731,0.6490601,-1.0,0.92927563,1.0,-29.54145908355713,3.097386121749878,140137
3688,121.154482,121.154482,0.63292336,-1.0,0.82207775,1.0,-36.8225371837616,5.24298569560051,160000
3689,111.800252,111.800252,-0.10001218,0.9862591,1.0,1.0,-30.485726594924927,6.026655197143555,135628
3690,98.628744,98.628744,1.0,1.0,1.0,1.0,-37.096185982227325,10.87189769744873,160000
3691,87.027196,87.027196,-1.0,-1.0,1.0,1.0,-22.096009254455566,6.349292457103729,50290
3692,100.788705,100.788705,-0.9568001,-0.034022074,0.41037142,1.0,-20.0,11.0,120735
3693,103.171999,103.171999,1.0,0.78662896,1.0,1.0,-38.61733615398407,3.6929928362369537,146514
3694,103.854386,103.854386,-0.99981093,0.05614302,0.19456601,0.329141,-20.0,11.0,160000
3695,112.758021,112.758021,1.0,0.5422128,1.0,1.0,-58.80231380462647,11.0,160000
3696,84.081979,84.081979,0.003525734,0.51534194,-0.06687379,0.7989709,-30.30667781829834,7.413546055555344,32000
3697,138.562219,138.562219,1.0,0.9196946,0.3885152,-0.54562557,-43.471371829509735,1.0,101148
3698,132.771182,132.771182,-0.17989546,-0.43103534,0.59721357,0.54156965,-36.758922040462494,3.255563735961914,160000
3699,156.727371,156.727371,-0.7826673,0.11994103,1.0,0.43079454,-34.28972005844116,5.294546544551849,160000
3700,109.639524,109.639524,-0.55533206,-1.0,0.84372973,0.7205864,-32.470197677612305,4.896958380937576,32000
3701,119.550684,119.550684,-0.5065052,-0.5081941,-0.9105135,1.0,-36.17175579071045,6.776132941246033,32000
3702,133.445885,133.445885,0.8756112,-0.65147823,-0.64873934,0.28563973,-40.79722762107849,1.0,160000
3703,93.695332,93.695332,-0.8409178,0.20209186,0.77975416,0.88923156,-31.5185821056366,8.200819253921509,150172
3704,142.524372,142.524372,1.0,0.29863292,0.63587177,-0.67320484,-30.353674292564392,9.477799594402311,55113
3705,123.963094,123.963094,0.112528235,-1.0,1.0,0.39753,-34.395591020584106,11.0,80956
3706,125.36061,125.36061,1.0,-0.37893322,1.0,1.0,-20.0,10.652199447155,100959
3707,107.395584,107.395584,-1.0,-1.0,-0.1806559,1.0,-38.86233977973461,11.0,111710
3708,125.491746,125.491746,-0.40248492,-0.67637014,0.96734965,0.33900622,-53.24002265930176,11.0,124578
3709,136.056217,136.056217,-0.31998616,0.6491684,1.0,1.0,-26.17326140403748,7.19466245174408,79971
3710,120.794655,120.794655,-0.46941754,-0.38472363,0.24949545,0.008833408,-20.0,11.0,160000
3711,103.277899,103.277899,0.37269038,0.030349731,0.77224934,-0.89370334,-20.0,3.55874902009964,111195
3712,106.995415,106.995415,1.0,-0.3981315,0.30800998,-0.27055895,-20.0,8.832686305046082,119233
3713,110.381942,110.381942,0.23284079,-0.14071356,0.3794375,0.70283765,-39.31285694241524,3.200028896331787,32000
3714,125.242202,125.242202,1.0,-0.57932585,1.0,-0.042839944,-60.0,11.0,160000
3715,118.846078,118.846078,0.9953728,0.17589043,0.91161954,1.0,-23.96483898162841,8.977925539016724,41285
3716,133.031671,133.031671,0.8830131,-0.2763044,1.0,0.48350972,-41.05653733015061,10.067575633525848,119749
3717,103.718503,103.718503,-0.25657758,0.0151000265,1.0,1.0,-29.00516986846924,9.624770939350128,90679
3718,96.517787,96.517787,0.2305317,-0.2702241,-1.0,0.19040227,-23.84336948394776,11.0,87387
3719,110.552736,110.552736,-0.03570029,-1.0,0.41109836,1.0,-39.71672795712948,5.177962392568588,96535
3720,124.967217,124.967217,0.6164019,0.42168328,-0.05551952,0.33411017,-60.0,9.243297934532166,43650
3721,150.119035,150.119035,-0.25980768,0.40980604,0.6784854,1.0,-44.17960643768311,8.234577238559723,156970
3722,89.291946,89.291946,-0.21506944,-0.74942684,1.0,-0.62987006,-20.0,1.0,160000
3723,98.284666,98.284666,-0.59843373,0.2558746,0.15341568,-0.4336279,-22.3239266872406,2.150203347206116,154393
3724,119.275155,119.275155,-0.58038014,-0.098794416,-0.4923241,0.44181982,-60.0,10.034918546676636,32000
3725,113.41928,113.41928,0.9855488,1.0,1.0,1.0,-60.0,11.0,105597
3726,116.494003,116.494003,0.41640598,-0.6698892,0.6757494,1.0,-54.26561713218689,5.663834124803543,92771
3727,137.593883,137.593883,0.12543733,0.18038917,0.5117308,1.0,-22.26034164428711,11.0,160000
3728,121.818302,121.818302,1.0,-0.98508483,1.0,0.36330205,-44.71841812133789,11.0,160000
3729,97.006907,97.006907,-0.03869173,0.6371474,0.94881403,1.0,-20.0,6.0601814687252045,160000
3730,122.486756,122.486756,1.0,-1.0,0.4712969,0.858984,-33.08963418006897,10.03902292251587,32000
3731,96.119206,96.119206,0.18541984,-0.99464786,0.34109327,-0.32119918,-30.08617639541626,9.752231895923616,98383
3732,82.956789,82.956789,1.0,-0.74996483,0.4851291,1.0,-53.79365801811218,8.013118267059326,47732
3733,81.823832,81.823832,0.92197037,-0.6738116,-0.92078424,0.4237431,-36.71556144952774,5.9503350257873535,160000
3734,147.564186,147.564186,-0.14019129,-0.14125767,1.0,1.0,-53.828125,7.051394790410996,160000
3735,160.721124,160.721124,0.63625574,-0.47852573,0.85087675,1.0,-30.25105118751526,5.430891871452332,78485
3736,139.374017,139.374017,-0.48509076,0.052805245,0.65788233,1.0,-20.0,11.0,32000
3737,109.268282,109.268282,1.0,-0.026469443,1.0,1.0,-20.0,1.0,84631
3738,111.941063,111.941063,0.07807815,-0.2617318,0.38638818,0.39625776,-60.0,7.983713656663895,65370
3739,123.068663,123.068663,0.05094388,0.72912425,1.0,0.7281302,-20.0,8.599502503871918,160000
3740,132.221077,132.221077,0.7373725,-0.6623899,1.0,1.0,-37.16107457876205,3.6706139743328094,94876
3741,123.884115,123.884115,0.6795863,0.2816395,-0.38422495,1.0,-20.0,8.20622107386589,160000
3742,106.585816,106.585816,1.0,-1.0,0.909395,1.0,-46.1439061164856,6.034712702035904,41043
3743,144.155106,144.155106,0.74241424,-0.13131541,1.0,0.527992,-60.0,1.0,136631
3744,106.751253,106.751253,1.0,-0.18678978,1.0,0.98517764,-43.76846522092819,11.0,160000
3745,99.083414,99.083414,0.7219661,-0.39479277,1.0,-0.38766623,-60.0,11.0,138286
3746,101.639178,101.639178,-0.16172609,-0.9662246,0.4448653,0.5439483,-37.99787223339081,11.0,89861
3747,113.26492,113.26492,1.0,-0.5203778,0.84193814,0.5448298,-38.60889598727226,6.761386752128601,82452
3748,126.595501,126.595501,1.0,0.7077619,1.0,1.0,-60.0,10.90566372871399,113177
3749,102.15172,102.15172,-0.14255342,0.93388885,1.0,-0.41034925,-43.48582446575165,11.0,75793
3750,121.107309,121.107309,0.3113359,1.0,1.0,0.6033106,-39.60476540029049,2.366751790046692,114334
3751,104.903702,104.903702,-1.0,0.7630759,-0.34895056,-0.9600392,-60.0,10.837689399719238,160000
3752,97.530841,97.530841,-0.4288061,1.0,1.0,0.8506116,-31.3441014289856,1.0,148402
3753,125.931986,125.931986,0.9675519,1.0,1.0,0.24737597,-40.802842527627945,11.0,111011
3754,134.299016,134.299016,1.0,-1.0,1.0,1.0,-20.0,9.565435409545898,93752
3755,110.474253,110.474253,-0.24916759,0.85374254,-1.0,0.9489862,-47.72383749485016,11.0,137888
3756,145.932926,145.932926,0.42446887,-1.0,0.04262638,1.0,-20.0,9.204712271690369,65665
3757,107.997494,107.997494,0.004216999,-0.7015021,-0.9356329,0.6248508,-49.56939399242401,11.0,60015
3758,122.466859,122.466859,0.6538967,-1.0,1.0,0.7737804,-43.70595633983612,11.0,63375
3759,117.087028,117.087028,0.68940693,-0.68045104,1.0,-0.6928205,-20.08865594863892,11.0,66661
3760,107.253353,107.253353,-0.890874,-0.26027387,1.0,-0.43909174,-22.81488537788391,11.0,42699
