step,session_step,session_progress_pct,reward,score,bonus,cluster,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,conditioned_action_0,conditioned_action_1,conditioned_action_2,conditioned_action_3,conditioned_action_4,conditioned_action_5,conditioned_action_6
494620,3100,3.7841796875,99.64479064941406,0.7010275721549988,75.0,4,-1.0,1.0,-1.0,0.25646257,-27.276670932769772,1.0,160000,-0.50770247,1.0,-1.0,-0.3686291,0.12564847,-1.0,1.0,-0.91386443,1.0,-1.0,-0.6635324,0.22616723,-1.0,1.0
498726,7206,8.79638671875,99.6801528930664,0.7262608408927917,75.0,0,-0.57958436,1.0,-1.0,1.0,-20.0,1.0,160000,-0.07139604,0.38161856,-1.0,1.0,1.0,-1.0,1.0,-0.12851286,0.6869134,-1.0,1.0,1.0,-1.0,1.0
508831,17311,21.131591796875,99.87875366210938,0.885817289352417,75.0,1,-0.18997428,0.42015094,-1.0,1.0,-20.0,1.0,160000,0.08931521,0.071893156,-1.0,1.0,1.0,-1.0,1.0,0.16076738,0.12940767,-1.0,1.0,1.0,-1.0,1.0
508882,17362,21.19384765625,99.87501525878906,0.88251131772995,75.0,4,0.05276203,0.61806726,-1.0,1.0,-24.243873357772827,1.0,160000,0.4182011,0.10448182,-1.0,0.9483611,0.20989242,-1.0,1.0,0.75276196,0.18806726,-1.0,1.0,0.37780634,-1.0,1.0
511754,20234,24.69970703125,99.92689514160156,0.929501175880432,75.0,4,0.3000086,0.13625044,0.0700019,1.0,-20.0,1.0,160000,1.0,-0.16319215,1.0,1.0,1.0,-0.31286085,1.0,1.0,-0.29374588,1.0,1.0,1.0,-0.5631495,1.0
512412,20892,25.5029296875,99.83447265625,0.847449541091919,75.0,1,-1.0,0.6895032,-1.0,1.0,-48.31782042980194,1.0,160000,-0.43533853,0.13305736,-0.30403447,1.0,-0.42549503,-1.0,1.0,-0.78360933,0.23950323,-0.547262,1.0,-0.765891,-1.0,1.0
516295,24775,30.242919921875,99.61554718017578,0.680823802947998,75.0,4,-1.0,0.63909805,-1.0,1.0,-20.0,1.0,160000,-0.5607867,0.11617011,-1.0,0.79975307,1.0,-1.0,1.0,-1.0,0.20910619,-1.0,1.0,1.0,-1.0,1.0
518907,27387,33.431396484375,99.96454620361328,0.9651676416397096,75.0,4,-1.0,1.0,-1.0,-0.07999998,-51.80000066757202,1.0,160000,-1.0,1.0,-0.17194077,-1.0,-1.0,-0.073320776,1.0,-1.0,1.0,-0.3094934,-1.0,-1.0,-0.1319774,1.0
518910,27390,33.43505859375,99.3065948486328,0.5637579560279846,75.0,4,-1.0,1.0,-1.0,1.0,-51.80000066757202,1.0,160000,-1.0,1.0,-1.0,1.0,-0.9361221,-1.0,0.91663516,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0
521711,30191,36.854248046875,99.68260192871094,0.7280421257019043,75.0,0,-0.72221863,1.0,-0.84026736,1.0,-38.09856832027435,1.0,160000,-0.120863184,1.0,0.062349677,1.0,-0.17357314,-1.0,1.0,-0.21755372,1.0,0.112229414,1.0,-0.31243163,-1.0,1.0
521713,30193,36.856689453125,99.7376708984375,0.7692587375640869,75.0,0,-1.0,1.0,-1.0,1.0,-20.0,1.0,160000,-0.8305711,1.0,-0.9234301,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0
521841,30321,37.012939453125,99.73570251464844,0.7677448987960815,75.0,4,-1.0,1.0,-1.0,1.0,-20.0,1.0,160000,-0.24008027,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.43214446,1.0,-1.0,1.0,1.0,-1.0,1.0
522736,31216,38.10546875,98.77173614501952,0.5584328770637512,75.0,9,-0.23311049,1.0,-0.91656125,0.5831164,-20.0,1.0,126117,0.41926217,1.0,-1.0,1.0,0.060260236,-1.0,-0.26677418,0.7546719,1.0,-1.0,1.0,0.10846842,-1.0,-0.4801935
524498,32978,40.25634765625,99.88404083251952,0.8905138969421387,75.0,4,-1.0,0.749669,-1.0,1.0,-51.79692268371582,1.0,160000,-1.0,0.17776144,-1.0,1.0,-0.78025675,-1.0,0.37231743,-1.0,0.31997058,-1.0,1.0,-1.0,-1.0,0.6701714
526258,34738,42.40478515625,99.529296875,0.6245627403259277,75.0,8,0.18608117,0.99999994,-0.6050901,0.26777726,-20.0,1.0,160000,0.3405523,0.7578857,0.07476473,-0.29338455,0.29810128,-0.97416496,1.0,0.61299413,1.0,0.13457651,-0.5280922,0.5365823,-1.0,1.0
526354,34834,42.52197265625,99.97260284423828,0.972974181175232,75.0,1,-1.0,0.6906245,-1.0,1.0,-20.0,1.0,160000,-0.95242923,0.13368028,-0.9836455,1.0,1.0,-0.142192,0.21499044,-1.0,0.2406245,-1.0,1.0,1.0,-0.2559456,0.38698277
526358,34838,42.52685546875,99.22787475585938,0.8640507459640503,75.0,1,-1.0,0.46158218,-1.0,1.0,-20.0,1.0,119936,-0.44335368,0.00643456,-1.0,1.0,0.656304,-1.0,-0.25888216,-0.79803663,0.011582207,-1.0,1.0,1.0,-1.0,-0.4659879
526440,34920,42.626953125,99.6777801513672,0.7245412468910217,75.0,8,-1.0,0.30745524,-1.0,1.0,-20.0,1.0,160000,-0.6215093,0.20251971,-1.0,1.0,0.90847135,-1.0,0.7787589,-1.0,0.36453548,-1.0,1.0,1.0,-1.0,1.0
