step,session_step,session_progress_pct,reward,score,bonus,cluster,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,conditioned_action_0,conditioned_action_1,conditioned_action_2,conditioned_action_3,conditioned_action_4,conditioned_action_5,conditioned_action_6
408082,80402,98.14697265625,99.64110565185548,0.9552927613258362,75.0,2,0.22000003,0.36550415,-1.0,0.044466376,-20.0,1.0,139958,0.8367862,-0.1413866,-0.3869107,-0.38085204,1.0,-1.0,0.04269229,1.0,-0.25449586,-0.69643927,-0.68553364,1.0,-1.0,0.076846115
327966,286,0.34912109375,98.31297302246094,0.8135338425636292,75.0,4,-1.0,0.54450893,-1.0,-0.010900855,-20.0,1.0,65238,-0.6997247,-0.20740503,-1.0,-0.697917,1.0,-0.48386267,0.2774205,-1.0,-0.37332904,-1.0,-1.0,1.0,-0.8709528,0.49935687
395486,67806,82.77099609375,98.30083465576172,0.9712570309638976,75.0,7,-1.0,1.0,-0.8266569,0.2792192,-33.95333468914032,1.0,53120,-0.88750017,0.7679283,0.07407951,-0.40043378,-0.14314818,-1.0,-0.8529829,-1.0,1.0,0.13334312,-0.7207808,-0.25766674,-1.0,-1.0
395488,67808,82.7734375,99.95222473144533,0.9533467888832092,75.0,7,-1.0,1.0,-1.0,1.0,-48.79999995231629,1.0,160000,-1.0,1.0,-1.0,0.21148396,-0.6764314,-0.6433446,1.0,-1.0,1.0,-1.0,0.3806711,-1.0,-1.0,1.0
395489,67809,82.774658203125,98.30105590820312,0.9737183451652528,75.0,7,0.0,-0.055328637,-1.0,0.0,-20.0,1.4390722513198853,53120,1.0,-0.29184926,-1.0,-0.84687006,0.36456597,0.004341364,-1.0,1.0,-0.52532864,-1.0,-1.0,0.6562187,0.007814455,-1.0
396085,68405,83.502197265625,99.97406768798828,0.9744005799293518,75.0,8,-0.46724123,1.0,-1.0,-0.05980122,-20.0,1.0,160000,0.057260122,1.0,-1.0,-0.5555233,0.60754377,-1.0,1.0,0.10306822,1.0,-1.0,-0.9999419,1.0,-1.0,1.0
396087,68407,83.504638671875,99.91716003417967,0.920496106147766,75.0,8,-0.6456077,0.508409,-1.0,1.0,-20.0,1.0,160000,-0.041832373,-0.16218257,-1.0,1.0,1.0,-1.0,0.59435993,-0.07529827,-0.29192862,-1.0,1.0,1.0,-1.0,1.0
396421,68741,83.912353515625,99.02522277832033,0.8013957142829895,75.0,4,-0.37709767,0.7004375,-1.0,1.0,-33.93954396247864,1.0,111784,0.15470068,-0.10716641,-1.0,1.0,-0.0921517,-1.0,1.0,0.27846122,-0.19289953,-1.0,1.0,-0.16587307,-1.0,1.0
396942,69262,84.54833984375,99.9192886352539,0.9224625825881958,75.0,2,0.22000003,1.0,-1.0,1.0,-20.0,1.0,160000,0.8641068,0.84322405,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0
396948,69268,84.5556640625,99.42677307128906,0.9718675017356871,75.0,2,0.22000003,0.52401394,-1.0,1.0,-39.099085330963135,1.0,125140,1.0,-0.053325593,-0.6269052,1.0,-0.09719682,-1.0,-0.08593619,1.0,-0.09598607,-1.0,1.0,-0.17495427,-1.0,-0.15468514
