step,reward,score,bonus,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate
95740,73.69772460152812,0.9744716882705688,48.72358441352844,-0.76548433,-1.0,-1.0,-0.40441167,-35.30885696411133,1.0,143554
70918,73.69260288139968,0.9743713140487672,48.718565702438354,-1.0,-1.0,0.16338956,0.35202724,-20.0,1.0,132640
37360,73.68971962810795,0.97431480884552,48.715740442276,-0.9476648,0.0051186085,1.0,-0.5756935,-20.0,1.0,160000
108402,73.68414776200524,0.9742056131362916,48.710280656814575,-1.0,-0.85558426,-1.0,1.0,-20.0,1.0,160000
82603,73.68414776200524,0.9742056131362916,48.710280656814575,-0.3787504,-0.32385933,-1.0,1.0,-43.31086814403534,1.0,124917
33219,73.68353643750322,0.9741936326026917,48.70968163013458,-1.0,-1.0,-1.0,-0.68414634,-40.37097454071045,1.0,124601
26938,73.68187278249555,0.9741610288619996,48.708051443099976,-1.0,-0.55880827,1.0,-0.6425371,-57.499152421951294,1.0,160000
76989,73.68171767017998,0.974157989025116,48.7078994512558,-0.712391,-0.13362657,-0.49800387,-0.7500276,-20.0,1.0,125039
57917,73.68155039218169,0.9741547107696532,48.707735538482666,-0.3373988,-1.0,-1.0,-0.23738724,-20.0,1.0,160000
36317,73.68103639244335,0.9741446375846864,48.70723187923432,-0.1671809,-1.0,1.0,-0.89372545,-25.444058179855347,1.0,147235
87915,73.68050110266134,0.9741341471672058,48.70670735836029,-0.5793669,-0.338922,0.03755656,-0.5739088,-32.13717877864838,1.0,89235
24905,73.68023345772686,0.9741289019584656,48.70644509792328,-0.06872366,0.48437378,-0.92254674,-0.8451381,-27.2306764125824,2.184077262878418,130518
20868,73.6799110671991,0.9741225838661194,48.70612919330597,0.038026556,-0.7946824,-0.4980956,-0.58330834,-20.0,1.0,117174
92205,73.679439647012,0.9741133451461792,48.70566725730896,-0.2113148,-0.5773309,0.971557,-0.7804502,-20.0,1.0,160000
