step,reward,score,bonus,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate
57354,73.69837241929203,0.974484384059906,48.7242192029953,0.028944612,-0.7250199,0.51953804,-0.2641374,-20.0,1.0,160000
31560,73.69812302468,0.9744794964790344,48.72397482395172,-1.0,-1.0,-0.32756507,-0.25465566,-56.07044458389282,1.0,160000
18340,73.69759686279407,0.9744691848754884,48.723459243774414,-0.50749177,-1.0,-0.7122622,-0.4193089,-28.36636424064636,1.0,160000
19311,73.69449159296707,0.9744083285331726,48.72041642665863,-0.5737165,-1.0,-0.15401703,-0.14247622,-58.512330055236816,1.0,160000
19316,73.69318378961997,0.9743826985359192,48.71913492679596,-1.0,-1.0,-0.2701875,-0.14239842,-60.0,1.0,160000
44134,73.69253292909168,0.9743699431419371,48.71849715709686,-1.0,-1.0,-0.16957265,-0.018636763,-27.880102396011356,1.0,160000
50658,73.69171174967599,0.974353849887848,48.7176924943924,0.02358222,-0.4141047,-0.5386924,-0.5710677,-48.86977851390839,1.0,160000
22965,73.69146539579809,0.9743490219116212,48.717451095581055,-1.0,-0.7200562,-1.0,-0.26567578,-42.15858101844788,1.0,138119
44921,73.69138327783332,0.9743474125862122,48.71737062931061,-1.0,-0.5334156,-0.92520124,-0.75884634,-53.106465339660645,1.0,160000
56106,73.68808030854466,0.974282681941986,48.7141340970993,-1.0,-1.0,-1.0,-0.7782635,-26.815338134765625,1.0,160000
2623,73.68643490506952,0.9742504358291626,48.71252179145813,-1.0,-1.0,-0.435189,-0.6684113,-57.67210841178894,1.0,149283
1131,73.685781001351,0.974237620830536,48.7118810415268,-1.0,-0.4436444,-0.037150323,-0.4720233,-51.26725196838379,1.0,160000
56806,73.68414776200524,0.9742056131362916,48.710280656814575,-0.6643746,-1.0,-1.0,1.0,-24.660290479660038,1.0,160000
37386,73.68410822360919,0.9742048382759094,48.71024191379547,-1.0,-1.0,1.0,-0.7857785,-20.0,1.0,160000
45114,73.68362767997581,0.9741954207420348,48.70977103710175,-1.0,-0.58527696,-0.16635203,0.061567664,-34.47534918785095,1.26699960231781,97239
57355,73.68329312422651,0.9741888642311096,48.70944321155548,-1.0,0.12024212,-1.0,0.0645439,-60.0,1.0,160000
