dsp_parameter,mean,min,max
dsp_bitrate,149807.03803418804,59187.0,160000.0
dsp_harmonics,0.5822789877905983,-0.9919567,1.0
dsp_jitter,-0.814793277722906,-1.0,0.34804767
dsp_ratio,1.0026401018994486,1.0,2.534872055053711
dsp_shimmer,-0.7737956589888633,-1.0,0.6401043
dsp_threshold,-30.7133002367794,-60.0,-20.0
dsp_tilt,-0.7637461715521369,-1.0,1.0
