step,reward,score,bonus,cluster,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate
150124,184.39445549865005,0.9745354056358336,73.09015542268753,5,0.31742603,0.16395468,-1.0,1.0,-25.657843351364136,1.0,90904
148194,184.12255602424705,0.9737628698349,73.03221523761749,5,0.35000002,0.32999998,-0.9494999,1.0,-20.0,1.0,77439
126083,185.35322414856492,0.9730175137519836,72.97631353139877,5,0.33999997,0.10801679,-1.0,1.0,-31.639095544815063,1.0,160000
107424,183.89601518132167,0.9709178805351256,72.81884104013443,5,-1.0,0.32999998,-1.0,-0.53326344,-38.68813544511795,1.0,77439
99171,185.07475151955688,0.9695205688476562,72.71404266357422,5,-0.46786833,0.32999998,-0.4013537,-0.25230023,-20.0,1.0,160000
94548,184.3458042934882,0.9693825244903564,72.70368933677673,5,0.119240284,0.2240904,-0.59492,0.79634684,-40.01964628696442,1.0,114051
141652,184.4355618454425,0.9687824845314026,72.6586863398552,5,-0.20688313,0.32999998,-1.0,0.42460954,-49.84102129936218,1.0,122854
159460,183.72734296405696,0.9684547781944276,72.63410836458206,5,-0.6250273,0.32999998,-0.7423761,0.7016535,-46.84697151184082,1.3489992022514343,79322
90307,184.9649868002812,0.9681423902511596,72.61067926883698,5,-0.2525237,0.32999998,-1.0,-0.120033205,-24.526313543319706,1.0,160000
141689,184.8978331862275,0.9672992825508118,72.54744619131088,5,-0.6308678,-0.47181046,-1.0,0.37138796,-20.0,1.0,160000
91794,184.57725268891423,0.9632750153541564,72.24562615156174,5,0.35000002,0.32999998,-1.0,1.0,-20.0,1.0,160000
126090,184.57152088053763,0.9632030725479126,72.24023044109344,5,0.35000002,-1.0,-1.0,1.0,-40.94823509454727,1.0,160000
120842,184.38970930956967,0.9609212279319764,72.06909209489822,5,-0.25742966,0.26648933,-1.0,0.7952095,-39.86895531415939,1.0,160000
139456,183.80071664192903,0.9596965909004213,71.97724431753159,5,-0.15784031,0.32999998,-1.0,0.80141646,-37.69790798425674,1.0,128550
145478,183.76495612192505,0.9574260711669922,71.80695533752441,5,0.2211129,-1.0,-1.0,-0.23861086,-42.37520724534989,1.0,137842
130851,184.07207769688375,0.9569355249404908,71.7701643705368,5,-0.9137289,0.32999998,-1.0,0.5648006,-34.93933856487274,1.0,160000
126084,183.9088197737571,0.9564275741577148,71.73206806182861,5,0.23057413,-1.0,0.03620261,-0.63,-20.16681909561157,1.6138616800308228,160000
148200,182.56844612230375,0.9542555809020996,71.56916856765747,5,0.2532372,-0.8228923,-1.0,1.0,-20.0,1.0,77439
127140,183.74745886487847,0.9528631567955016,71.46473675966263,5,0.35000002,-1.0,-1.0,0.10389304,-55.19999980926514,1.0,160000
