step,session_step,session_progress_pct,reward,score,bonus,cluster,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,conditioned_action_0,conditioned_action_1,conditioned_action_2,conditioned_action_3,conditioned_action_4,conditioned_action_5,conditioned_action_6
187375,23535,28.729248046875,20997.90625,0.8199934363365173,20974.068532080582,9,-1.0,0.34029442,-1.0,0.17913526,-20.0,1.0,98267,-1.0,0.86284745,-0.76646006,1.0,0.90131235,-1.0,-0.317252,-1.0,1.0,-1.0,1.0,1.0,-1.0,-0.5710536
238049,74209,90.587158203125,5539.32470703125,0.9257136583328248,5514.402076773513,3,-1.0,0.41014022,-1.0,0.35760152,-20.0,1.0,160000,-0.442842,1.0,-0.25083244,1.0,1.0,-1.0,0.70385164,-0.79711556,1.0,-0.4514984,1.0,1.0,-1.0,1.0
228922,65082,79.44580078125,5529.7255859375,0.7478826642036438,5505.55119632154,3,-1.0,0.40079653,-1.0,-0.13352394,-52.59207487106323,1.0,125752,-0.65534675,1.0,-0.7673058,0.31731415,-0.4940768,-0.115692616,-0.0026980937,-1.0,1.0,-1.0,0.57116544,-0.8893382,-0.20824671,-0.0048565683
234541,70701,86.304931640625,5358.47509765625,0.8981831073760986,5333.582359738102,3,-1.0,0.41026485,-0.9757354,0.35843217,-25.19371032714844,1.0,160000,-0.92598575,1.0,-0.13842058,1.0,0.26874226,-1.0,0.66232324,-1.0,1.0,-0.24915704,1.0,0.48373607,-1.0,1.0
234543,70703,86.307373046875,5257.87353515625,0.8812448978424072,5233.000045472181,3,-0.019845277,0.41026485,-1.0,0.35843217,-42.75294661521912,1.0,160000,0.26119706,1.0,-1.0,1.0,-0.21901429,-1.0,1.0,0.4701547,1.0,-1.0,1.0,-0.39422572,-1.0,1.0
227043,63203,77.152099609375,4237.91259765625,0.5793144106864929,4214.989015136757,3,-1.0,0.40136653,-1.0,0.29911035,-20.0,1.0,62050,-1.0,0.6277005,-0.8858142,1.0,0.5243822,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.9438879,-1.0,-1.0
165047,1207,1.473388671875,3929.06201171875,0.6184027791023254,3905.64086280358,3,0.373321,0.4077536,-1.0,0.3416906,-20.0,1.0,89719,0.47962278,0.7056875,-0.7867044,1.0,1.0,-1.0,-0.3141964,0.863321,1.0,-1.0,1.0,1.0,-1.0,-0.56555355
237057,73217,89.376220703125,3772.814453125,0.6488834619522095,3749.7807521535833,3,0.115855426,0.41132498,-1.0,0.2088545,-34.73168790340424,1.0,61838,0.33658636,0.7157083,-0.6413664,0.4685303,0.0039947927,-0.7882701,-1.0,0.6058554,1.0,-1.0,0.8433545,0.0071906266,-1.0,-1.0
227041,63201,77.149658203125,3681.54736328125,0.5026599168777466,3657.264499045641,3,-1.0,0.40124315,-1.0,-0.16978419,-45.52725255489349,1.1461946964263916,160000,-1.0,0.55548704,-1.0,0.2950586,-0.29772615,-0.016583383,0.929571,-1.0,0.9998766,-1.0,0.53110546,-0.5359071,-0.029850088,1.0
199029,35189,42.955322265625,2663.40478515625,0.9663426280021667,2639.6698153615034,0,0.06484392,0.43950063,-1.0,0.54383695,-20.0,1.0,81237,0.30912632,0.58274084,-0.4660352,0.8888624,1.0,-0.58345425,-0.37578836,0.55642736,1.0,-0.8388633,1.0,1.0,-1.0,-0.676419
199310,35470,43.29833984375,2592.149658203125,0.8530257940292358,2568.8485175272604,0,-1.0,0.18148291,-1.0,0.48822808,-46.04057490825653,1.0,61445,-1.0,0.41763818,-1.0,1.0,-0.30673188,-0.48862344,-0.89614546,-1.0,0.7517487,-1.0,1.0,-0.55211735,-0.87952214,-1.0
199027,35187,42.952880859375,2497.920654296875,0.9053347110748292,2473.020065940728,0,-1.0,0.43950063,-1.0,0.54383695,-20.0,1.0,160000,-0.8546641,1.0,-1.0,0.6031178,1.0,-0.55056703,1.0,-1.0,1.0,-1.0,1.0,1.0,-0.9910206,1.0
186426,22586,27.57080078125,2414.730712890625,0.9720965623855592,2391.329397819868,0,-1.0,0.45025855,-1.0,0.23195782,-20.0,1.0,59495,-1.0,1.0,-1.0,0.3484218,1.0,-0.710241,-1.0,-1.0,1.0,-1.0,0.62715924,1.0,-1.0,-1.0
186429,22589,27.574462890625,2412.43994140625,0.9711657166481018,2389.039544257014,0,-1.0,0.45025855,-1.0,0.28384933,-20.0,1.0,59495,-1.0,0.9466115,-0.47774035,0.37725043,0.8986968,-0.3440948,-1.0,-1.0,1.0,-0.8599326,0.67905074,1.0,-0.61937064,-1.0
242627,78787,96.175537109375,2354.102294921875,0.7887484431266785,2329.339542279422,0,-0.51156163,0.43072438,-1.0,0.49410474,-26.44872546195984,1.0,160000,-0.011911627,1.0,-1.0,1.0,0.2376025,-1.0,0.7236863,-0.021440927,1.0,-1.0,1.0,0.4276845,-1.0,1.0
242629,78789,96.177978515625,2292.515869140625,0.7679034471511841,2267.779898254139,0,0.025659084,0.37722808,-1.0,0.49410474,-20.0,1.0,160000,0.28654432,0.5258354,-1.0,0.93485487,1.0,-0.9348379,1.0,0.5157798,0.9465037,-1.0,1.0,1.0,-1.0,1.0
212908,49068,59.8974609375,2283.832275390625,0.9697985649108888,2260.441047571703,0,-1.0,0.4553728,-1.0,0.6337794,-55.08457660675049,1.0,59004,-0.87624055,1.0,-1.0,1.0,-1.0,-0.417956,-0.5921849,-1.0,1.0,-1.0,1.0,-1.0,-0.75232077,-1.0
172209,8369,10.216064453125,2181.7744140625,0.9704275727272034,2158.3887850319343,0,0.1755951,0.18347836,-1.0,-0.12199178,-50.11467695236206,1.0,58598,0.37251556,0.40215603,-1.0,0.12238276,-0.41711164,-0.17896444,-0.82070845,0.670528,0.7238808,-1.0,0.22028896,-0.7508009,-0.32213598,-1.0
212902,49062,59.89013671875,2167.315185546875,0.9198318719863892,2143.976899464485,0,-1.0,0.4553728,-0.81992155,0.6337794,-20.0,1.0,59004,-1.0,0.7417065,-0.083703995,1.0,0.91248375,-1.0,-0.59933454,-1.0,1.0,-0.15066719,1.0,1.0,-1.0,-1.0
