step,reward,score,bonus,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate,session_step,session_progress_pct
95577,96.99343797706489,0.97459077835083,72.01917558663985,0.14109385,-1.0,-1.0,0.43063587,-42.33433663845062,1.0,160000,34137.0,41.671142578125
112522,96.9921799374066,0.9744918346405028,72.01801907547468,-0.4529661,-0.4369236,-1.0,-0.10596502,-20.0,1.0,122767,51082.0,62.35595703125
134634,96.99053471307894,0.9743624925613404,72.01650658767578,-1.0,-1.0,-0.5492875,0.8457727,-28.05038690567017,1.0,160000,73194.0,89.34814453125
75171,96.99030947738012,0.974344789981842,72.01629952051323,-1.0,0.00042057037,0.23612654,0.2625764,-20.0,1.0,135438,13731.0,16.761474609375
87699,96.9902852087008,0.9743428826332092,72.01627720940635,-1.0,-1.0,-0.056238323,0.046507776,-35.28619319200516,1.0,160000,26259.0,32.054443359375
80379,96.99025638942688,0.9743406176567078,72.01625071475465,-1.0,-1.0,-1.0,-0.5084818,-21.20516538619995,1.0,160000,18939.0,23.118896484375
82731,96.99016007066808,0.9743330478668212,72.01616216516729,-1.0,0.3759408,-1.0,0.057693303,-60.0,1.0,160000,21291.0,25.989990234375
132180,96.98985744577062,0.974309265613556,72.01588394931922,-1.0,-1.0,-1.0,-0.67055714,-38.44428300857544,1.0,124483,70740.0,86.3525390625
67862,96.98977552779162,0.9743028283119202,72.01580863840341,-0.6406149,-0.792031,-1.0,-0.4273635,-20.0,1.0,111221,6422.0,7.839355468750001
101313,96.98973532660484,0.9742996692657472,72.01577167958769,-0.35272902,0.3377117,-0.7726903,0.52471554,-46.15043520927429,1.0,151836,39873.0,48.673095703125
72180,96.9896890567463,0.9742960333824158,72.01572914152771,-1.0,0.11469424,-1.0,-0.16818213,-20.0,1.0,119205,10740.0,13.1103515625
83037,96.98965719845752,0.9742935299873352,72.0156998526821,-0.6864126,0.07989633,-0.14386919,-0.39928108,-40.98097205162048,1.0,160000,21597.0,26.363525390625
