step,session_step,session_progress_pct,reward,score,bonus,cluster,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,conditioned_action_0,conditioned_action_1,conditioned_action_2,conditioned_action_3,conditioned_action_4,conditioned_action_5,conditioned_action_6
163841,1,0.001220703125,9.141669273376465,1.37098439267902e-07,0.0,9,0.4600137,0.33001918,-1.0,0.16003567,-29.00572180747986,1.0,155966,0.8357894,0.92054033,-0.66666794,0.9029428,0.18872234,-0.82160544,0.17056479,1.0,1.0,-1.0,1.0,0.3397002,-1.0,0.3070166
163842,2,0.00244140625,16.305803298950195,0.00016755428805481642,0.0,9,0.4600137,0.33001918,-0.62760776,0.16003567,-20.0,1.0,160000,0.8159013,0.9790814,0.051330566,1.0,1.0,-1.0,1.0,1.0,1.0,0.092395015,1.0,1.0,-1.0,1.0
163843,3,0.003662109375,10.243218421936035,1.8508151242713211e-06,0.0,9,0.4600137,-0.14785689,-1.0,-0.7534648,-20.0,4.703314661979675,72317,1.0,0.29006886,-1.0,0.04805529,1.0,0.4114703,-1.0,1.0,0.52212393,-1.0,0.08649952,1.0,0.7406465,-1.0
163844,4,0.0048828125,-1.1175223588943481,1.7955701370198085e-09,0.0,9,-1.0,-1.0,-1.0,-1.0,-35.01157492399216,2.9097620248794556,72317,-1.0,-0.5833621,-0.91334665,-1.0,0.021893084,0.21218663,-0.8380562,-1.0,-1.0,-1.0,-1.0,0.03940755,0.38193592,-1.0
163845,5,0.006103515625,-0.3109797537326813,1.7955701370198085e-09,0.0,9,-1.0,-1.0,-1.0,-1.0,-20.0,1.0,120592,-0.6129476,-0.66737854,-1.0,-0.21629357,1.0,-0.86158705,-0.13650006,-1.0,-1.0,-1.0,-0.38932842,1.0,-1.0,-0.2457001
163846,6,0.00732421875,12.205643653869629,3.4510126170061994e-06,0.0,9,-0.12067637,0.33001918,-1.0,0.16003567,-20.0,2.089017391204834,160000,0.23294997,1.0,-1.0,1.0,1.0,0.12099278,1.0,0.41930994,1.0,-1.0,1.0,1.0,0.217787,1.0
163847,7,0.008544921875,-1.0652766227722168,1.7955701370198085e-09,0.0,9,-0.78554076,-1.0,-1.0,-1.0,-20.0,1.0,72317,-0.13641913,-1.0,-1.0,-0.63806033,1.0,-1.0,-0.71403587,-0.24555443,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
163848,8,0.009765625,12.071479797363281,2.4268108518299414e-06,0.0,9,0.4600137,-1.0,-1.0,0.16003567,-55.799726247787476,1.0,160000,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0
163849,9,0.010986328125,2.5178205966949463,5.330253216584424e-08,0.0,9,-1.0,0.33001918,-0.37353563,-0.25347823,-49.8812198638916,1.0,111777,-0.51583177,1.0,0.19248176,0.32582563,-0.39115262,-1.0,-0.21301608,-0.92849714,1.0,0.34646714,0.5864861,-0.7040747,-1.0,-0.38342893
163850,10,0.01220703125,10.29526424407959,7.339218086599431e-07,0.0,9,0.25195593,0.33001918,-1.0,-0.38842893,-20.0,1.0,122801,0.43996793,1.0,-0.6380995,0.250853,1.0,-1.0,-0.11732623,0.79194224,1.0,-1.0,0.4515354,1.0,-1.0,-0.21118721
163851,11,0.013427734375000002,7.456547260284424,1.1008691558345163e-07,0.0,3,-0.41203249,-1.0,-0.017593086,0.2997145,-54.809714555740356,1.0,62048,0.043315284,-0.9812122,0.3955118,0.91557896,-0.7191558,-1.0,-1.0,0.07796751,-1.0,0.7119212,1.0,-1.0,-1.0,-1.0
