step,reward
11,110.941035
12,110.941035
13,110.941035
14,110.941035
15,110.941035
16,110.941035
17,110.941035
18,110.941035
19,110.941035
20,110.941035
21,91.163627
22,91.163627
23,91.163627
24,91.163627
25,91.163627
26,91.163627
27,91.163627
28,91.163627
29,91.163627
30,91.163627
31,76.461525
32,76.461525
33,76.461525
34,76.461525
35,76.461525
36,76.461525
37,76.461525
38,76.461525
39,76.461525
40,76.461525
41,101.068286
42,101.068286
43,101.068286
44,101.068286
45,101.068286
46,101.068286
47,101.068286
48,101.068286
49,101.068286
50,101.068286
51,99.81405
52,99.81405
53,99.81405
54,99.81405
55,99.81405
56,99.81405
57,99.81405
58,99.81405
59,99.81405
60,99.81405
61,80.95239
62,80.95239
63,80.95239
64,80.95239
65,80.95239
66,80.95239
67,80.95239
68,80.95239
69,80.95239
70,80.95239
71,97.435239
72,97.435239
73,97.435239
74,97.435239
75,97.435239
76,97.435239
77,97.435239
78,97.435239
79,97.435239
80,97.435239
81,81.18808
82,81.18808
83,81.18808
84,81.18808
85,81.18808
86,81.18808
87,81.18808
88,81.18808
89,81.18808
90,81.18808
91,101.493565
92,101.493565
93,101.493565
94,101.493565
95,101.493565
96,101.493565
97,101.493565
98,101.493565
99,101.493565
100,101.493565
101,78.12235
102,78.12235
103,78.12235
104,78.12235
105,78.12235
106,78.12235
107,78.12235
108,78.12235
109,78.12235
110,78.12235
111,116.537366
112,116.537366
113,116.537366
114,116.537366
115,116.537366
116,116.537366
117,116.537366
118,116.537366
119,116.537366
120,116.537366
121,110.195478
122,110.195478
123,110.195478
124,110.195478
125,110.195478
126,110.195478
127,110.195478
128,110.195478
129,110.195478
130,110.195478
131,78.479327
132,78.479327
133,78.479327
134,78.479327
135,78.479327
136,78.479327
137,78.479327
138,78.479327
139,78.479327
140,78.479327
141,87.430093
142,87.430093
143,87.430093
144,87.430093
145,87.430093
146,87.430093
147,87.430093
148,87.430093
149,87.430093
150,87.430093
151,103.152716
152,103.152716
153,103.152716
154,103.152716
155,103.152716
156,103.152716
157,103.152716
158,103.152716
159,103.152716
160,103.152716
161,73.292335
162,73.292335
163,73.292335
164,73.292335
165,73.292335
166,73.292335
167,73.292335
168,73.292335
169,73.292335
170,73.292335
171,100.161086
172,100.161086
173,100.161086
174,100.161086
175,100.161086
176,100.161086
177,100.161086
178,100.161086
179,100.161086
180,100.161086
181,93.350086
182,93.350086
183,93.350086
184,93.350086
185,93.350086
186,93.350086
187,93.350086
188,93.350086
189,93.350086
190,93.350086
191,99.115071
192,99.115071
193,99.115071
194,99.115071
195,99.115071
196,99.115071
197,99.115071
198,99.115071
199,99.115071
200,99.115071
201,97.395093
202,97.395093
203,97.395093
204,97.395093
205,97.395093
206,97.395093
207,97.395093
208,97.395093
209,97.395093
210,97.395093
211,109.266971
212,109.266971
213,109.266971
214,109.266971
215,109.266971
216,109.266971
217,109.266971
218,109.266971
219,109.266971
220,109.266971
221,100.291206
222,100.291206
223,100.291206
224,100.291206
225,100.291206
226,100.291206
227,100.291206
228,100.291206
229,100.291206
230,100.291206
231,94.425547
232,94.425547
233,94.425547
234,94.425547
235,94.425547
236,94.425547
237,94.425547
238,94.425547
239,94.425547
240,94.425547
241,110.761399
242,110.761399
243,110.761399
244,110.761399
245,110.761399
246,110.761399
247,110.761399
248,110.761399
249,110.761399
250,110.761399
251,82.703954
252,82.703954
253,82.703954
254,82.703954
255,82.703954
256,82.703954
257,82.703954
258,82.703954
259,82.703954
260,82.703954
261,78.325289
262,78.325289
263,78.325289
264,78.325289
265,78.325289
266,78.325289
267,78.325289
268,78.325289
269,78.325289
270,78.325289
271,72.557057
272,72.557057
273,72.557057
274,72.557057
275,72.557057
276,72.557057
277,72.557057
278,72.557057
279,72.557057
280,72.557057
281,76.287085
282,76.287085
283,76.287085
284,76.287085
285,76.287085
286,76.287085
287,76.287085
288,76.287085
289,76.287085
290,76.287085
291,103.793842
292,103.793842
293,103.793842
294,103.793842
295,103.793842
296,103.793842
297,103.793842
298,103.793842
299,103.793842
300,103.793842
301,86.338892
302,86.338892
303,86.338892
304,86.338892
305,86.338892
306,86.338892
307,86.338892
308,86.338892
309,86.338892
310,86.338892
311,93.369973
312,93.369973
313,93.369973
314,93.369973
315,93.369973
316,93.369973
317,93.369973
318,93.369973
319,93.369973
320,93.369973
321,81.439001
322,81.439001
323,81.439001
324,81.439001
325,81.439001
326,81.439001
327,81.439001
328,81.439001
329,81.439001
330,81.439001
331,123.871477
332,123.871477
333,123.871477
334,123.871477
335,123.871477
336,123.871477
337,123.871477
338,123.871477
339,123.871477
340,123.871477
341,99.682947
342,99.682947
343,99.682947
344,99.682947
345,99.682947
346,99.682947
347,99.682947
348,99.682947
349,99.682947
350,99.682947
351,85.839166
352,85.839166
353,85.839166
354,85.839166
355,85.839166
356,85.839166
357,85.839166
358,85.839166
359,85.839166
360,85.839166
361,89.25965
362,89.25965
363,89.25965
364,89.25965
