step,reward,score,bonus,cluster,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate
16,0.30982180274026816,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-1.0,-0.8752887,-1.0,-50.2279269695282,1.0,160000
17,0.9295427206638154,1.0783865356245315e-08,8.087899017183986e-07,2,-1.0,-0.91469026,-0.7931999,-0.8848402,-60.0,3.0835787057876587,115254
18,14.248158518956755,2.0211616913456965e-07,1.5158712685092723e-05,1,-0.27314806,0.0,-1.0,0.7,-55.20070672035217,1.0,151192
19,8.056697412133676,9.846280590863898e-08,7.384710443147924e-06,1,-1.0,-1.0,-0.01877898,0.7,-21.123965978622437,1.0,137848
20,7.900871217063787,3.849165253200226e-08,2.8868739399001697e-06,6,0.0,-0.6357753,-0.7772676,-0.28414786,-53.52160930633545,6.0,96000
21,37.86092287028366,5.3473520750246806e-11,4.0105140562685104e-09,0,-0.7077086,-1.0,-0.43746167,-0.04583302,-33.119298219680786,1.0,132807
22,38.14717737284905,3.87141707580696e-11,2.90356280685522e-09,0,0.0,-0.93066144,-0.0026016831,-0.35619506,-53.96086931228638,1.0,160000
23,0.30982180274026816,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.26792318,-1.0,0.3,-1.0,-39.18514043092728,1.0,160000
24,13.12525195659908,1.654696120567678e-06,0.00012410220904257585,7,0.0,-0.69752777,-1.0,-0.3902258,-52.27627992630005,4.067316114902496,117729
25,0.30982180274026816,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.22923851,-1.0,-1.0,-1.0,-52.51573324203491,1.0,160000
26,-0.30737018231188307,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.72784126,-0.80092996,0.3,-1.0,-46.79545521736145,3.828298807144165,144199
27,0.30982180274026816,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.76172614,-0.7734995,-0.6143284,-1.0,-20.0,1.0,160000
28,37.86298181638856,5.1090527641850514e-11,3.8317895731387885e-09,0,-0.4826265,-1.0,-0.35855263,-0.094245195,-35.802167654037476,1.0,134242
29,12.881744899904374,1.4664623222415685e-06,0.00010998467416811764,7,-0.74036705,-1.0,-1.0,0.24425495,-42.7704519033432,6.0,160000
30,0.3098187779750241,1.795559922967982e-09,1.3466699422259865e-07,2,-1.0,-1.0,-0.8972691,-1.0,-20.0,1.0,160000
31,38.116301880799064,3.770363882216188e-11,2.827772911662141e-09,0,-0.7658632,0.0,-0.6606875,-0.6528106,-25.309594869613647,1.1055458188056946,160000
32,14.08048765593002,3.9790656956029125e-06,0.00029842992717021843,7,0.0,-1.0,-0.70777225,-0.6557406,-59.796565771102905,6.0,160000
33,7.476734158711611,5.185360762993696e-08,3.889020572245272e-06,6,-0.055112958,-1.0,0.067688346,0.23602849,-41.78909555077553,1.0,160000
34,48.91017822852151,1.706159491732251e-05,0.0012796196187991882,5,-0.8935129,0.0,0.06684846,-0.014699757,-20.0,5.93032842874527,160000
35,110.14388148781607,1.2190927087263326e-11,9.143195315447494e-10,3,-1.0,-0.31679344,-0.8577144,-0.925871,-29.746040105819702,1.0,160000
36,13.452317951977657,1.7168501642572664e-07,1.2876376231929498e-05,1,-1.0,-1.0,-0.17857164,0.6883653,-20.0,1.0,115840
37,0.07048561013238852,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-0.9347318,-1.0,-1.0,-45.353824496269226,2.196680963039398,160000
38,13.712135629375673,1.9362116177035205e-07,1.4521587132776403e-05,1,0.0,-0.5464074,-1.0,0.7,-56.541922092437744,1.0,120988
39,16.01746256284081,1.0751009682508084e-07,8.063257261881063e-06,6,-1.0,-1.0,-0.5082537,0.43076187,-20.0,1.0,152513
40,0.8419518031060731,1.2003476435040739e-08,9.002607326280554e-07,2,-1.0,-0.7803292,0.3,0.10075766,-60.0,1.0,96000
41,0.30982180274026816,1.7955701370198085e-09,1.3466776027648564e-07,2,0.0,-1.0,-1.0,-1.0,-20.0,1.0,160000
42,207.10979447643382,1.065355876433971e-11,7.990169073254783e-10,9,-1.0,-0.41186994,-0.8297897,-0.97618556,-50.55042266845703,1.0,157443
43,14.524813344726894,2.2184214287790383e-07,1.6638160715842787e-05,1,0.0,-1.0,-0.13150573,0.60830647,-44.80955094099045,1.0,160000
44,13.887580581407857,1.447139794663599e-07,1.0853548459976992e-05,1,-0.8561529,-0.8477262,-0.32272866,-0.05779007,-42.43834808468819,1.0,160000
45,-0.6901781972597318,1.7955701370198085e-09,1.3466776027648564e-07,2,0.0,-1.0,-0.091238976,-1.0,-20.0,6.0,160000
46,0.34310817918708986,2.5676631931759175e-09,1.9257473948819381e-07,2,-1.0,-1.0,-0.41491392,-0.38941085,-50.417784452438354,2.015181243419647,156607
47,-0.9520318100211578,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-1.0,-0.93169135,-1.0,-25.878231525421143,6.0,110746
48,8.50776743386322,7.49252049292437e-10,5.619390369693278e-08,4,0.0,0.0,-0.080103636,-0.48248076,-55.51374077796936,1.0,96000
49,12.704788224095614,1.2796760984201683e-07,9.597570738151262e-06,1,-0.8435826,-1.0,0.3,0.38596737,-37.08864539861679,1.0,96000
50,10.022965536613997,9.401767897543323e-08,7.051325923157492e-06,6,-1.0,0.0,-0.40877032,0.7,-47.27382779121399,5.011794626712799,160000
51,0.30982180274026816,1.7955701370198085e-09,1.3466776027648564e-07,2,0.0,-1.0,-0.77193004,-1.0,-55.0286328792572,1.0,160000
52,12.852261870364845,1.4132312742276554e-07,1.0599234556707415e-05,1,-1.0,0.0,-0.5510071,-0.87714136,-58.19784879684448,6.0,160000
53,13.097944494466082,4.548593039999105e-07,3.4114447799993286e-05,7,-0.036454737,-0.70695394,0.3,0.7,-20.0,1.0,133216
54,12.506490302449643,7.676938480472018e-07,5.757703860354013e-05,7,-1.0,-1.0,-1.0,0.18111348,-27.405072450637817,3.9964005947113037,160000
55,2.4291495813925192,5.779314804499336e-09,4.334486103374502e-07,2,-0.31305414,-1.0,-0.6139598,-0.3783762,-29.342341423034668,1.0,137891
56,8.855138248925828,7.942545510175592e-10,5.9569091326316936e-08,4,0.0,0.0,-1.0,-0.4832084,-26.979222297668457,1.0,113350
57,9.820588333667734,6.350062164983683e-08,4.762546623737762e-06,6,0.0,-1.0,-0.5180939,-0.17719439,-54.09901738166809,2.887761354446411,160000
58,13.352127896957818,1.8588849570733146e-06,0.0001394163717804986,7,-0.99755776,-0.01588291,-1.0,0.7,-20.0,4.912278711795807,145631
59,12.747970854939982,1.739873027872818e-07,1.3049047709046135e-05,1,-0.9287775,-1.0,-0.73744285,0.0964213,-41.37778326869011,6.0,96000
60,1.6409869916549011,2.813022526026998e-08,2.1097668945202486e-06,2,-1.0,-1.0,-0.7399142,-0.9144971,-21.771174669265747,6.0,152123
61,16.143556466977905,1.0806063954760248e-07,8.104547966070186e-06,6,-1.0,-1.0,0.2248804,-0.36772877,-38.271709233522415,1.0,160000
62,9.577184740282789,6.826787313229943e-08,5.120090484922457e-06,6,-1.0,-1.0,-0.8088659,-0.33522207,-40.132044618949294,1.0,112046
63,10.350429469008342,9.063278127996455e-08,6.797458595997341e-06,6,0.0,-0.84599894,-0.6848894,-0.3204905,-56.84451222419739,1.0,129298
64,13.110336981848317,1.9190306943528412e-07,1.439273020764631e-05,1,-0.7226032,-1.0,-0.8811576,0.51444453,-60.0,6.0,117947
65,15.806658474614428,1.07379754865633e-07,8.053481614922475e-06,6,0.0,-1.0,-1.0,-0.24974397,-21.201798915863037,1.0,139160
66,12.901566233850582,1.2628115655388683e-06,9.471086741541512e-05,7,-1.0,-1.0,-0.009317994,0.4950465,-49.98063504695892,1.0,108744
67,14.205717770710887,1.9212093320675194e-06,0.00014409069990506396,7,-1.0,-0.8265277,-0.8924244,0.7,-20.0,1.0,160000
68,-0.6901781972597318,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.44746858,-1.0,0.3,-1.0,-43.54190468788147,1.0,96000
69,13.3260625374552,2.1239657144178636e-06,0.00015929742858133977,7,-1.0,-0.63507104,0.3,-0.8261639,-22.219566106796265,6.0,160000
70,-1.104394784398071,1.795559922967982e-09,1.3466699422259865e-07,2,0.0,-0.0072359443,-0.4732859,-1.0,-39.01699900627136,6.0,96000
71,9.450952775557603,7.38322114557377e-08,5.537415859180328e-06,6,-1.0,-1.0,-1.0,-0.25011393,-38.291471153497696,1.8581346273422241,96000
72,12.972249945388889,1.3214386740401096e-07,9.910790055300822e-06,1,-1.0,-1.0,-1.0,0.11415216,-47.308247685432434,2.8422406911849976,116000
73,-0.4557406972597319,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,0.0,-1.0,-1.0,-35.35480618476868,1.0,111004
74,11.873113773921926,6.322217700471811e-07,4.741663275353858e-05,7,-1.0,-1.0,-0.31343213,-0.7594813,-20.0,6.0,160000
75,-0.9264114220780097,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-1.0,-0.5297271,-1.0,-39.22647371888161,4.634118139743805,96000
76,11.349271448582975,5.69176279441308e-07,4.26882209580981e-05,7,-0.11726469,-0.6157714,-1.0,-0.81417537,-20.84589958190918,5.884590208530426,96000
77,8.575362161445515,4.4817049626999506e-08,3.361278722024963e-06,6,-0.32063925,-1.0,0.3,-0.7273356,-60.0,1.5987125635147095,96000
78,10.419018472166918,1.3701153545042644e-09,1.0275865158781983e-07,4,0.0,-1.0,-0.49396673,-0.659541,-20.0,1.0,160000
79,0.9172657834666009,5.660628854542438e-09,4.2454716409068283e-07,2,0.0,-0.3686179,-0.25154334,-0.87889177,-20.0,2.2784135341644287,160000
80,10.66917207782803,8.279373275854596e-08,6.209529956890947e-06,6,-1.0,-1.0,0.118555784,-0.47978905,-20.0,1.0,160000
81,14.178349973378658,1.7588332923423877e-07,1.3191249692567908e-05,1,0.0,0.0,-0.50720644,0.091974795,-20.0,1.0,160000
82,13.3845208241528,1.443165018599757e-07,1.0823737639498177e-05,1,-1.0,-1.0,-0.8366953,0.2070204,-31.164989471435547,3.5056803226470947,160000
83,13.92343346759073,1.482387546047903e-07,1.1117906595359273e-05,1,-0.6750213,-0.9189334,0.3,0.28285813,-54.864968061447144,1.0,160000
84,12.742096002599885,5.644696443596331e-07,4.233522332697248e-05,7,0.0,-1.0,-1.0,0.7,-26.91541075706482,1.0,160000
85,9.21058657069456,5.671514813343492e-08,4.253636110007619e-06,6,0.0,-0.41235936,0.3,0.7,-31.270318627357483,3.3898470401763916,119947
86,-0.6901781972597318,1.7955701370198085e-09,1.3466776027648564e-07,2,0.0,-1.0,-1.0,-1.0,-34.92915689945221,6.0,160000
87,-0.5586781972597319,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-0.44290823,-1.0,-1.0,-60.0,1.0,104416
88,38.1624414533853,3.645138010877069e-11,2.733853508157802e-09,0,0.0,0.0,0.04564202,-0.79186535,-24.27632451057434,1.0,160000
89,12.967902111021708,1.4686509075545473e-07,1.1014881806659105e-05,1,0.0,-1.0,-1.0,0.7,-60.0,5.015543162822723,128533
90,13.694589534725969,1.8773368992697215e-07,1.4080026744522911e-05,1,-1.0,-1.0,-0.512341,0.3753717,-60.0,1.0,122814
91,15.050733048095521,1.101648479107098e-07,8.262363593303235e-06,6,-1.0,-0.729602,-0.19386506,-0.80707127,-24.789820909500122,3.6011013984680176,96000
92,15.69478765640627,3.172496154668636e-10,2.379372116001477e-08,8,0.0,-0.9194081,0.3,-0.62108445,-60.0,1.0,96000
93,13.627590605919073,2.7306180072628194e-06,0.00020479635054471146,7,0.0,-1.0,-1.0,0.45206386,-20.0,6.0,160000
94,16.450592924535126,1.2835322138471383e-07,9.626491603853538e-06,6,-0.36416388,0.0,-1.0,-0.38726258,-47.201977372169495,1.0,160000
95,13.33444153549165,2.783909167192178e-06,0.00020879318753941334,7,-0.19926053,-1.0,-1.0,0.7,-20.0,6.0,105215
96,0.30982180274026816,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.65101314,0.0,-1.0,-1.0,-43.929558992385864,1.0,160000
97,-0.06941286516017975,3.6496845545741508e-09,2.737263415930613e-07,2,-1.0,0.0,0.21932423,-0.8521979,-54.36497092247009,2.6089683771133423,107378
98,7.280189235163922,4.7048111184722075e-08,3.5286083388541556e-06,6,-1.0,-0.39680666,-0.67268914,-0.25248048,-37.53217086195946,1.7961094379425049,124232
99,15.450641530421196,4.1817213514150353e-07,3.1362910135612765e-05,1,-1.0,0.0,-1.0,0.7,-52.38577842712402,1.1095616817474365,160000
100,16.26719861204968,1.3449621860672778e-07,1.0087216395504583e-05,6,-0.7844374,-1.0,-1.0,-0.17233008,-60.0,1.0,142910
101,12.990823986694068,1.5515625761963747e-07,1.163671932147281e-05,1,-1.0,0.0,-1.0,-0.31732664,-57.67729997634888,1.1695281267166138,96000
102,12.187378156958156,8.945545459937421e-07,6.709159094953066e-05,7,-0.21931279,-1.0,-0.2999652,0.23636633,-37.198459804058075,5.6121907234191895,121448
103,15.380652885642778,7.986719538166653e-06,0.000599003965362499,7,-1.0,-0.86656064,-0.68127745,-0.49360603,-20.0,4.055105805397034,150778
104,0.30982180274026816,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,0.0,-0.93038595,-1.0,-36.31715148687363,1.0,160000
105,-0.2794430266685779,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.40830833,-0.6192537,0.3,-1.0,-60.0,1.2945628762245178,122476
106,14.42495390687057,3.091952748945914e-06,0.00023189645617094357,7,-0.89062893,0.0,-1.0,0.7,-60.0,1.0,137487
107,-1.104391759632827,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-1.0,-1.0,-1.0,-20.0,6.0,96000
108,0.033521253233127046,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-1.0,-0.22534901,-1.0,-60.0,2.3815027475357056,160000
109,13.959465213092423,2.753678245426272e-06,0.0002065258684069704,7,-1.0,-0.7195289,0.3,-0.31383666,-20.589656829833984,4.390791714191437,160000
110,9.821168186402414,1.9177868182396196e-09,1.4383401136797147e-07,4,-0.1425764,-1.0,-0.8336449,-0.9594438,-47.15354561805725,4.484120070934296,96000
111,7.172368044040162,8.365871195792352e-08,6.274403396844264e-06,1,-1.0,-0.66075677,-0.05602765,0.27513963,-43.38777720928192,6.0,138148
112,-0.4449455555628019,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.19644183,0.0,0.29999995,-1.0,-48.25012505054474,4.77383679151535,160000
113,9.439212862854426,7.533467538678451e-08,5.650100654008838e-06,6,-0.4485109,-1.0,0.3,0.68809235,-44.04589533805847,6.0,145902
114,10.687846217795432,1.5964465305273734e-09,1.19733489789553e-07,4,-0.17028469,-1.0,0.3,-0.78747475,-60.0,1.0,160000
115,9.687223568323516,6.800340912604952e-08,5.100255684453714e-06,6,-1.0,-1.0,0.3,0.13716695,-27.100610733032227,4.156164884567261,157560
116,14.558362674083096,2.268823777740181e-07,1.7016178333051357e-05,1,-0.6415652,0.0,-1.0,-0.26759097,-37.83925846219063,1.0,160000
117,13.399947026068446,2.0385957100188534e-07,1.52894678251414e-05,1,-1.0,-1.0,-0.9396932,-0.49137264,-56.01036787033081,1.0,96000
118,-0.6901781972597318,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.9585574,-0.73358834,0.016331375,-1.0,-21.527916193008423,6.0,160000
119,14.381369457639385,2.3224856704473495e-07,1.741864252835512e-05,1,-1.0,-1.0,-0.48985445,0.7,-60.0,1.0,146438
120,13.107695480108013,2.1887819912080886e-07,1.6415864934060664e-05,1,-1.0,-1.0,-1.0,-0.12773158,-58.61660122871399,6.0,160000
121,10.280397917856861,7.558655568118411e-08,5.668991676088808e-06,6,0.0,-0.7416066,-0.98230225,-0.23088357,-39.16722297668457,2.1335548758506775,160000
122,38.20876655303348,4.5285462879629534e-11,3.396409715972215e-09,0,-0.92700535,-1.0,-0.26107508,-0.20953342,-51.49901032447815,1.0,160000
123,15.61635552835789,1.4082291954764514e-07,1.0561718966073386e-05,6,-1.0,-0.51700425,-0.5457347,0.56240827,-28.046276569366455,6.0,160000
124,19.53443837836822,2.0213403173485744e-10,1.5160052380114308e-08,8,-0.34808666,0.0,-0.68014014,0.44239116,-57.05347418785095,1.0,160000
125,-0.6901781972597318,1.7955701370198085e-09,1.3466776027648564e-07,2,0.0,0.0,-1.0,-1.0,-52.14207410812378,6.0,160000
126,-0.6901781972597318,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.6545994,0.0,-0.85170525,-1.0,-37.45130628347397,6.0,160000
127,18.778543931953916,1.5031614841731766e-10,1.1273711131298825e-08,8,-1.0,-1.0,-1.0,0.44791687,-31.194083094596863,1.0,127121
128,9.678941753288557,9.328986472212364e-10,6.996739854159273e-08,4,0.0,-1.0,0.3,-0.033794284,-20.0,1.2557572722434998,152468
129,15.341830274811315,1.215254030739743e-07,9.114405230548073e-06,6,-1.0,-1.0,-1.0,0.32731068,-20.0,1.7499271631240845,96000
130,0.3098187779750241,1.795559922967982e-09,1.3466699422259865e-07,2,-0.49579853,-0.029370248,0.1261791,-1.0,-42.91487008333206,1.0,160000
131,68.64310370376926,5.847164720762521e-05,0.004385373540571891,5,0.0,0.0,0.30000007,-0.35535657,-23.67710828781128,1.0,160000
132,13.707311882430142,1.2679512337854248e-06,9.509634253390686e-05,7,-1.0,0.0,-0.1668762,-0.59103525,-30.036426782608032,1.0,160000
133,11.547946716435439,4.819231662622769e-07,3.614423746967077e-05,7,-1.0,-1.0,-1.0,0.1192157,-60.0,6.0,160000
134,-0.46662569090514805,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-1.0,-1.0,-1.0,-58.420151472091675,2.714845895767212,115418
135,12.09859170535899,5.275856551634206e-07,3.9568924137256545e-05,7,-1.0,-1.0,-1.0,0.56092304,-60.0,3.788875997066498,160000
136,0.30982180274026816,1.7955701370198085e-09,1.3466776027648564e-07,2,0.0,-0.9888741,-1.0,-1.0,-60.0,1.0,160000
137,-0.6901781972597318,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-0.70965457,-0.8404058,-1.0,-44.195982813835144,1.0,96000
138,72.41042530360848,0.00016836368013173342,0.012627276009880006,5,-0.24130195,0.0,-0.093183875,-0.36575112,-28.00788402557373,1.0,96000
139,12.182680020955456,5.625194035019376e-07,4.218895526264532e-05,7,-0.2816953,-0.76966435,-1.0,0.37623823,-48.70028018951416,3.752428948879242,160000
140,-1.104394784398071,1.795559922967982e-09,1.3466699422259865e-07,2,-0.46099937,-1.0,0.3,-1.0,-28.317962884902954,6.0,96000
141,8.568575640201077,7.850701200240451e-10,5.888025900180338e-08,4,-0.7919235,0.0,-1.0,0.09455705,-20.0,1.0,96000
142,13.365365639848736,2.1945288608549163e-06,0.00016458966456411872,7,-1.0,-0.57475525,0.077156305,-0.27359015,-33.73477578163147,6.0,160000
143,1.22952719208033,9.622059593539234e-09,7.216544695154425e-07,2,-1.0,0.0,0.051108718,0.7,-58.35520148277283,1.0,133751
144,26.945649386832383,5.644074096977647e-11,4.233055572733235e-09,8,-1.0,-0.95642555,-0.72255033,-0.27239096,-20.0,1.0,96000
145,0.8561529092122298,1.2189457443412266e-08,9.1420930825592e-07,2,-0.24431306,0.0,-0.4945554,0.7,-60.0,1.0,96000
146,11.583497856451967,3.519100175708445e-07,2.6393251317813338e-05,7,-1.0,0.0,-0.3626773,-0.4189631,-53.65382790565491,3.2428172826766968,134034
147,37.62288925207449,4.612748724652782e-11,3.4595615434895866e-09,0,-0.30914527,-1.0,-0.5501956,-0.3747924,-24.052886962890625,1.0,160000
148,12.862816192898338,1.443498376829666e-06,0.00010826237826222496,7,-0.69406855,-1.0,0.1470229,-0.7119641,-43.65502893924713,6.0,160000
149,21.71422122626578,1.2742233657103696e-10,9.556675242827772e-09,8,-1.0,-0.7269995,0.3,-0.17733979,-36.94691836833954,1.0,127217
150,13.360434219823048,1.9948799945268547e-06,0.0001496159995895141,7,-1.0,0.0,-1.0,0.7,-22.284560203552246,5.452055096626282,160000
151,13.802017881936495,1.8076914898301766e-07,1.3557686173726324e-05,1,-1.0,-1.0,0.3,0.7,-46.280659437179565,1.0,133299
152,12.985157189332545,1.2716021728920168e-06,9.537016296690126e-05,7,-1.0,-0.47382176,-1.0,-0.8460568,-36.117506325244904,4.628012835979462,160000
153,10.781604507101045,2.2889730111330664e-09,1.7167297583497998e-07,4,-1.0,-1.0,-0.6807444,-0.14731452,-25.816161632537842,1.0,154226
154,19.091185097977707,8.61525156770071e-11,6.461438675775533e-09,8,-1.0,-0.9535886,-0.63593847,-0.6024643,-60.0,1.0,160000
155,-0.07886569725973186,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.79976183,-1.0,-0.97349733,-1.0,-32.88957059383392,1.0,135124
156,1.2687177689433748,8.168986376233534e-09,6.12673978217515e-07,2,-1.0,-1.0,-1.0,-0.004487604,-37.68589198589325,1.0,145674
157,13.407548059502414,1.5146150644795853e-07,1.135961298359689e-05,1,-0.15490842,-1.0,0.3,0.021976471,-40.5828820168972,3.605435848236084,149158
158,14.486990015024341,3.9986798583413474e-07,2.9990098937560106e-05,1,0.0,-0.9984453,0.3,-0.1683599,-34.13983643054962,3.555638551712036,111152
159,9.167707050468328,6.243248407145074e-08,4.682436305358806e-06,6,0.0,-0.06106043,-0.56507957,0.13948727,-25.133378505706787,1.0,96000
160,28.092197571381234,8.380871691082703e-11,6.285653768312027e-09,8,-1.0,0.0,-1.0,-0.737108,-60.0,1.0,160000
161,13.740183596409404,2.427927938697394e-07,1.8209459540230455e-05,1,-1.0,-1.0,0.3,0.7,-25.696316957473755,2.488161087036133,104326
162,-1.104391759632827,1.7955701370198085e-09,1.3466776027648564e-07,2,0.0,-0.6569249,-1.0,-1.0,-23.173973560333252,6.0,96000
163,12.518595365663948,1.0833042551894323e-06,8.124781913920742e-05,7,-0.5429382,-0.27891523,-1.0,-0.33397126,-25.200470685958862,6.0,160000
164,9.452105474686078,6.5323312981036e-08,4.8992484735777e-06,6,-0.7616359,-0.712953,-1.0,0.68021,-57.708483934402466,4.9809757471084595,160000
165,-0.7400591690520777,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,0.0,0.3,-1.0,-60.0,6.0,139535
166,-0.7002296599463569,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.4740402,-1.0,0.3,-1.0,-20.0,6.0,150903
167,-0.7104412369539157,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.7924552,0.0,-0.36809963,-1.0,-20.0,6.0,147051
168,11.051372796231803,1.9274422058401797e-09,1.4455816543801348e-07,4,-0.037390888,-0.043346167,-0.3801111,0.15766251,-47.58313238620758,1.0,160000
169,13.598621692431697,2.502252982594655e-07,1.8766897369459912e-05,1,-1.0,-1.0,-0.52314234,-0.4945432,-38.460035026073456,3.362668216228485,96000
170,-0.3752772838873072,1.795559922967982e-09,1.3466699422259865e-07,2,-0.926722,-0.9158501,-1.0,-1.0,-42.85842716693878,4.102136552333832,141404
171,-0.17858482997738984,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,0.0,-1.0,-1.0,-28.04220199584961,3.0362454652786255,142745
172,3.016787134515152,4.110009044211438e-08,3.0825067831585784e-06,2,-1.0,-1.0,-1.0,-0.44781637,-41.69409930706024,1.0,160000
173,10.692722552663547,8.389872618863592e-08,6.292404464147694e-06,6,0.0,-0.31397396,0.3,-0.07915223,-20.0,1.0,160000
174,2.168277691756856,2.03077910043703e-08,1.5230843253277726e-06,2,-1.0,0.0,-1.0,0.7,-59.35008406639099,1.8376538753509521,160000
175,-0.6901781972597318,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-1.0,-0.64323187,-1.0,-45.54792106151581,1.0,96000
176,10.096894226064151,5.99727485450785e-08,4.497956140880888e-06,6,-1.0,-0.89438224,0.3,0.7,-24.51546549797058,1.0,160000
177,10.112631304179413,2.2180748349143187e-09,1.663556126185739e-07,4,-1.0,-1.0,-0.47198737,-0.3564393,-46.77405893802643,6.0,160000
178,-0.5992655571649748,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-1.0,-1.0,-1.0,-60.0,5.545436799526215,160000
179,-0.742890295370044,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-1.0,-0.17696226,-1.0,-60.0,2.6447094082832336,96000
180,2.8953119268182945,3.6284401261355015e-08,2.721330094601626e-06,2,-0.96003556,-0.7323086,0.3,-0.42290917,-33.34151804447174,1.0,160000
181,2.241746788803735,2.9542647439484426e-08,2.215698557961332e-06,2,0.0,-0.8587792,0.18528336,0.28070694,-45.453935861587524,1.3056025505065918,96000
182,12.12013927697525,6.807945283071604e-07,5.105958962303703e-05,7,-0.8140644,-0.85798603,-1.0,0.61836547,-20.0,5.2083364725112915,160000
183,12.085319336908544,6.221126795935561e-07,4.665845096951671e-05,7,0.0,-1.0,-1.0,0.113812834,-20.0,1.0,96000
184,11.40370913540214,4.272311002750939e-07,3.2042332520632044e-05,7,-1.0,-1.0,-1.0,0.6098443,-47.8089702129364,6.0,160000
185,12.882004814425704,1.1463516358389825e-07,8.597637268792369e-06,1,-0.84081227,-0.70222646,-0.3004197,-0.6880442,-21.819357872009277,4.293874263763428,160000
186,13.781626680911918,1.8324149664294964e-07,1.3743112248221223e-05,1,-1.0,-0.42737257,0.30000007,0.70000005,-42.077030539512634,1.0,130697
