step,reward
2,0.005237
3,0.0
4,0.0
5,0.0
6,0.000102
7,0.0
8,0.0
9,2.8e-05
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.000328
17,0.0
18,0.0
19,4e-06
20,0.0
21,0.0
22,0.0
23,0.00072
24,3.2e-05
25,0.0
26,0.0
27,3.9e-05
28,1e-06
29,0.0
30,0.0
31,0.0
32,2e-06
33,1e-06
34,0.0
35,1.2e-05
36,0.0
37,4.7e-05
38,0.0
39,0.0
40,0.0
41,0.0
42,1e-06
43,4e-06
44,4e-05
45,1e-06
46,0.0
47,3.3e-05
48,1e-06
49,0.0
50,0.0
51,0.0
52,1e-06
53,0.0
54,0.0
55,0.0
56,1e-06
57,0.0
58,4e-06
59,0.0
60,0.0
61,1e-06
62,0.0
63,0.0
64,1e-06
65,0.0
66,0.000102
67,0.0
68,0.0
69,0.0
70,2.1e-05
71,0.0
72,0.0
73,5.6e-05
74,0.0
75,2.9e-05
76,1e-06
77,3.3e-05
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,2e-06
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.000361
94,0.0
95,2e-06
96,0.0
97,0.0
98,8.6e-05
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,1.4e-05
106,0.0
107,2e-06
108,0.0
109,0.0
110,1.3e-05
111,3.9e-05
112,0.0
113,0.0
114,3e-06
115,0.0
116,1e-06
117,0.0
118,0.0
119,1e-06
120,0.0
121,0.0
122,4e-06
123,1e-06
124,0.0
125,4e-06
126,3e-06
127,9e-06
128,3e-06
129,0.0
130,1e-06
131,1e-06
132,1e-06
133,0.0
134,0.0
135,9.5e-05
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,2.8e-05
145,0.0
146,1e-06
147,0.0
148,0.017258
149,1e-06
150,0.0
151,0.0
152,2e-06
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,2e-06
161,0.000144
162,8.3e-05
163,1.2e-05
164,0.0
165,0.0
166,1e-06
167,0.0
168,0.0
169,0.0
170,0.0
171,4e-06
172,0.00636
173,1.4e-05
174,0.000268
175,5.2e-05
176,1.5e-05
177,0.00019
178,0.0
179,0.0
180,4e-06
181,2.2e-05
182,0.0
183,0.0
184,1e-06
185,0.0
186,0.0
187,6e-06
188,0.0
189,0.0
190,1e-06
191,1.1e-05
192,1e-06
193,1.7e-05
194,3e-06
195,1e-06
196,0.0
197,4e-06
198,1e-06
199,0.0
200,1.2e-05
