step,reward
11,0.000405
12,0.000405
13,0.000405
14,0.000405
15,0.000405
16,0.000405
17,0.000405
18,0.000405
19,0.000405
20,0.000405
21,2.2e-05
22,2.2e-05
23,2.2e-05
24,2.2e-05
25,2.2e-05
26,2.2e-05
27,2.2e-05
28,2.2e-05
29,2.2e-05
30,2.2e-05
31,4.4e-05
32,4.4e-05
33,4.4e-05
34,4.4e-05
35,4.4e-05
36,4.4e-05
37,4.4e-05
38,4.4e-05
39,4.4e-05
40,4.4e-05
41,3.1e-05
42,3.1e-05
43,3.1e-05
44,3.1e-05
45,3.1e-05
46,3.1e-05
47,3.1e-05
48,3.1e-05
49,3.1e-05
50,3.1e-05
51,2.4e-05
52,2.4e-05
53,2.4e-05
54,2.4e-05
55,2.4e-05
56,2.4e-05
57,2.4e-05
58,2.4e-05
59,2.4e-05
60,2.4e-05
61,8e-06
62,8e-06
63,8e-06
64,8e-06
65,8e-06
66,8e-06
67,8e-06
68,8e-06
69,8e-06
70,8e-06
71,1.5e-05
72,1.5e-05
73,1.5e-05
74,1.5e-05
75,1.5e-05
76,1.5e-05
77,1.5e-05
78,1.5e-05
79,1.5e-05
80,1.5e-05
81,4.4e-05
82,4.4e-05
83,4.4e-05
84,4.4e-05
85,4.4e-05
86,4.4e-05
87,4.4e-05
88,4.4e-05
89,4.4e-05
90,4.4e-05
91,6.8e-05
92,6.8e-05
93,6.8e-05
94,6.8e-05
95,6.8e-05
96,6.8e-05
97,6.8e-05
98,6.8e-05
99,6.8e-05
100,6.8e-05
101,7.5e-05
102,7.5e-05
103,7.5e-05
104,7.5e-05
105,7.5e-05
106,7.5e-05
107,7.5e-05
108,7.5e-05
109,7.5e-05
110,7.5e-05
111,0.000488
112,0.000488
113,0.000488
114,0.000488
115,0.000488
116,0.000488
117,0.000488
118,0.000488
119,0.000488
120,0.000488
121,1.1e-05
122,1.1e-05
123,1.1e-05
124,1.1e-05
125,1.1e-05
126,1.1e-05
127,1.1e-05
128,1.1e-05
129,1.1e-05
130,1.1e-05
131,2e-06
132,2e-06
133,2e-06
134,2e-06
135,2e-06
136,2e-06
137,2e-06
138,2e-06
139,2e-06
140,2e-06
141,7e-06
142,7e-06
143,7e-06
144,7e-06
145,7e-06
146,7e-06
147,7e-06
148,7e-06
149,7e-06
150,7e-06
151,0.000298
152,0.000298
153,0.000298
154,0.000298
155,0.000298
156,0.000298
157,0.000298
158,0.000298
159,0.000298
160,0.000298
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,8.9e-05
172,8.9e-05
173,8.9e-05
174,8.9e-05
175,8.9e-05
176,8.9e-05
177,8.9e-05
178,8.9e-05
179,8.9e-05
180,8.9e-05
181,0.000234
182,0.000234
183,0.000234
184,0.000234
185,0.000234
186,0.000234
187,0.000234
188,0.000234
189,0.000234
190,0.000234
191,0.000238
192,0.000238
193,0.000238
194,0.000238
195,0.000238
196,0.000238
197,0.000238
198,0.000238
199,0.000238
200,0.000238
201,6e-06
202,6e-06
203,6e-06
204,6e-06
205,6e-06
206,6e-06
207,6e-06
208,6e-06
209,6e-06
210,6e-06
211,9.1e-05
212,9.1e-05
213,9.1e-05
214,9.1e-05
215,9.1e-05
216,9.1e-05
217,9.1e-05
218,9.1e-05
219,9.1e-05
220,9.1e-05
221,0.007099
222,0.007099
223,0.007099
224,0.007099
225,0.007099
226,0.007099
227,0.007099
228,0.007099
229,0.007099
230,0.007099
231,0.000242
232,0.000242
233,0.000242
234,0.000242
235,0.000242
236,0.000242
237,0.000242
238,0.000242
239,0.000242
240,0.000242
241,0.000101
242,0.000101
243,0.000101
244,0.000101
245,0.000101
246,0.000101
247,0.000101
248,0.000101
249,0.000101
250,0.000101
251,1.1e-05
252,1.1e-05
253,1.1e-05
254,1.1e-05
255,1.1e-05
256,1.1e-05
257,1.1e-05
258,1.1e-05
259,1.1e-05
260,1.1e-05
261,5.1e-05
262,5.1e-05
263,5.1e-05
264,5.1e-05
265,5.1e-05
266,5.1e-05
267,5.1e-05
268,5.1e-05
269,5.1e-05
270,5.1e-05
271,2.1e-05
272,2.1e-05
273,2.1e-05
274,2.1e-05
275,2.1e-05
276,2.1e-05
277,2.1e-05
278,2.1e-05
279,2.1e-05
280,2.1e-05
281,7.7e-05
282,7.7e-05
283,7.7e-05
284,7.7e-05
285,7.7e-05
286,7.7e-05
287,7.7e-05
288,7.7e-05
289,7.7e-05
290,7.7e-05
291,0.002047
292,0.002047
293,0.002047
294,0.002047
295,0.002047
296,0.002047
297,0.002047
298,0.002047
299,0.002047
300,0.002047
301,3e-06
302,3e-06
303,3e-06
304,3e-06
305,3e-06
306,3e-06
307,3e-06
308,3e-06
309,3e-06
310,3e-06
311,8.5e-05
312,8.5e-05
313,8.5e-05
314,8.5e-05
315,8.5e-05
316,8.5e-05
317,8.5e-05
318,8.5e-05
319,8.5e-05
320,8.5e-05
321,0.000144
322,0.000144
323,0.000144
324,0.000144
325,0.000144
326,0.000144
327,0.000144
328,0.000144
329,0.000144
330,0.000144
