step,reward,score,bonus,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate
23,20.727297920030207,0.008924671448767185,0.44623357243835926,-1.0,-0.19459665,0.24164069,0.572384,-47.08618462085724,1.0,160000
24,8.809570346426675,9.202158679499917e-08,4.601079339749958e-06,0.6586208,0.30193436,-0.97522676,-0.2517626,-60.0,1.0,159817
25,10.133167913499475,3.4846951280087524e-07,1.7423475640043762e-05,-1.0,-1.0,-1.0,-0.8975414,-60.0,4.704845607280731,156642
26,16.906174140393937,0.00030085802427493036,0.015042901213746518,-1.0,-1.0,-1.0,-0.016026914,-20.0,7.406192183494568,143155
27,6.153591493624046,5.532939884034249e-09,2.7664699420171246e-07,0.023490667,-0.87342924,0.5756107,1.0,-56.06804132461548,4.475194573402405,112463
28,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-1.0,-0.82436764,-1.0,-45.11588990688324,7.039581894874573,160000
29,25.3724359046165,0.06280358135700226,3.140179067850113,-1.0,-1.0,-0.8237873,-0.08391291,-39.646185263991356,1.0,118466
30,5.304766669596331,1.795559922967982e-09,8.97779961483991e-08,-1.0,-0.15533131,-0.069937885,-1.0,-44.39686059951782,1.0,160000
31,16.314186223605383,0.00016755523392930627,0.008377761696465313,-1.0,-0.67622745,0.118157804,0.7615138,-30.601322650909424,1.0,160000
32,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,0.07048154,-1.0,-0.71983504,-1.0,-46.00089073181152,1.0,160000
33,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-0.39248502,-0.0368222,-1.0,-60.0,3.683260142803192,82793
34,47.0479723431574,0.45663678646087646,22.831839323043823,-1.0,0.0051186085,-0.86576223,-0.8030118,-43.54659706354141,1.0,127123
35,19.78761515175811,0.004377562552690506,0.2188781276345253,1.0,-1.0,-1.0,-0.7047037,-30.884761214256287,1.970522165298462,146640
36,10.77456493177946,6.626783601859643e-07,3.313391800929821e-05,-1.0,-0.10138708,-1.0,1.0,-20.0,2.4404267072677612,151021
37,30.763672770538395,0.15284064412117004,7.642032206058502,-0.7116904,-0.41042513,-0.78369945,-0.058400095,-38.52751851081848,1.0,160000
38,31.02379923916287,0.15744905173778534,7.872452586889267,-1.0,0.40817916,-1.0,-0.32646027,-20.0,1.0,160000
39,25.50491054321486,0.0648207888007164,3.24103944003582,-1.0,-1.0,-1.0,0.28602526,-20.0,1.0,160000
40,37.56507247366558,0.2769778072834015,13.848890364170074,-0.9839417,-1.0,-1.0,-0.5785339,-44.71279710531235,1.0,81539
41,11.417915775184165,1.261840111510537e-06,6.309200557552685e-05,-1.0,0.23746645,-1.0,0.85213554,-40.38812004029751,2.721825897693634,160000
42,9.0505335527597,1.1736742067114392e-07,5.868371033557196e-06,-1.0,-0.89094406,-1.0,-0.3662703,-60.0,3.0978355407714844,110880
43,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-0.2562946,1.0,-1.0,-48.67209017276764,1.0,97884
44,9.740785268889814,2.350489864966221e-07,1.1752449324831105e-05,-0.6692199,-1.0,-1.0,-0.3992335,-38.253696858882904,6.522753596305847,160000
45,16.590358934247398,0.00022026943042874336,0.011013471521437168,-1.0,-1.0,-1.0,-0.303976,-20.0,11.0,142980
46,24.065978154037197,0.04385630041360855,2.1928150206804276,-0.54295063,-1.0,-0.609556,-0.46816403,-20.0,1.0,160000
47,31.8108894079333,0.17148318886756897,8.574159443378448,-1.0,0.049588084,-1.0,-0.98150325,-20.9165620803833,1.0,160000
48,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-1.0,-0.44981253,-1.0,-38.59849229454994,1.0,160000
49,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-1.0,-1.0,-1.0,-59.6293842792511,11.0,64299
50,5.304766669596331,1.795559922967982e-09,8.97779961483991e-08,1.0,-0.52822316,-0.25130466,-1.0,-42.04396888613701,9.206194639205933,67932
51,5.450617667666442,2.234529228317683e-09,1.1172646141588416e-07,-1.0,-1.0,-1.0,-0.8542912,-20.0,3.1311557292938232,40968
52,19.180804452266038,0.0026070212479680777,0.13035106239840388,0.4688735,-0.9185346,-0.60917217,-0.44770548,-24.85276222229004,1.0,160000
53,21.22708775934295,0.012378170154988766,0.6189085077494383,-0.8996781,-1.0,-0.7729715,0.2512217,-59.76181507110596,1.0,160000
54,14.178863356207364,1.995193633774761e-05,0.0009975968168873806,-0.3169496,-1.0,-1.0,-0.36837813,-31.56902849674225,4.154643774032593,160000
55,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-0.9058644,0.9301859,0.43574905,-1.0,-58.96512985229492,10.796159267425537,32000
56,71.35178914876295,0.928519070148468,46.4259535074234,-0.40572822,-1.0,-0.071121395,-0.88761973,-35.6968680024147,1.0,154080
