step,reward,score,bonus
1,10.329983483900262,4.244933506925008e-07,0.0
2,14.025881973720173,1.713861638563685e-05,0.0
3,11.435338889819194,1.2841165926147369e-06,0.0
4,10.080773597600494,3.306364817490248e-07,0.0
5,14.779722733037504,3.642319643404335e-05,0.0
6,11.920844953564716,2.08731080419966e-06,0.0
7,5.30477023348109,1.7955701370198085e-09,0.0
8,7.514206204134158,2.446925506660591e-08,0.0
9,4.3413554452578715,6.675494879093691e-11,0.0
10,9.042734198710976,1.1644851127812217e-07,0.0
11,4.945973361990749,9.527511002360711e-10,0.0
12,5.30477023348109,1.7955701370198085e-09,0.0
13,8.33774956799665,5.7033208378243216e-08,0.0
14,9.437679454897763,1.7332916968371137e-07,0.0
15,5.914899419052336,4.145719767478795e-09,0.0
16,5.30477023348109,1.7955701370198085e-09,0.0
17,8.660132839545838,7.910983867986943e-08,0.0
18,5.30477023348109,1.7955701370198085e-09,0.0
19,5.30477023348109,1.7955701370198085e-09,0.0
20,5.248704649544742,1.6431476179690208e-09,0.0
21,5.30477023348109,1.7955701370198085e-09,0.0
22,4.974564867181982,1.009389016815021e-09,0.0
23,13.157804783621232,7.193489182100166e-06,0.0
24,8.523410112173835,6.887276526867936e-08,0.0
25,5.30477023348109,1.7955701370198085e-09,0.0
26,12.338046547103328,3.1684469377069036e-06,0.0
27,6.734528717775664,1.0679025663762332e-08,0.0
28,10.35278993046746,4.343088448877097e-07,0.0
29,6.772071248317079,1.11258202650788e-08,0.0
30,5.3047665798183345,1.795559922967982e-09,0.0
31,5.30477023348109,1.7955701370198085e-09,0.0
32,4.307409408485423,3.115057864433446e-11,0.0
33,8.569988827236287,7.220433673182924e-08,0.0
34,13.67173915726682,1.2027149750792887e-05,0.0
35,6.685276072103818,1.0117738646897578e-08,0.0
36,6.422169366570024,7.545759572735733e-09,0.0
37,6.101599708980043,5.201961084111417e-09,0.0
38,5.30477023348109,1.7955701370198085e-09,0.0
39,8.876835133366317,9.849436111153409e-08,0.0
40,4.341785799489077,6.721413009502797e-11,0.0
41,5.30477023348109,1.7955701370198085e-09,0.0
42,5.30477023348109,1.7955701370198085e-09,0.0
43,5.30477023348109,1.7955701370198085e-09,0.0
44,9.57947975396417,1.9988760868727695e-07,0.0
45,13.54674687704959,1.0613886843202636e-05,0.0
46,5.019452684331341,1.1016411116671065e-09,0.0
47,6.526600381849537,8.486466640533763e-09,0.0
48,12.126915832670134,2.565200475146412e-06,0.0
49,12.651093892672908,4.3334921429050155e-06,0.0
50,12.676184972254958,4.443625130079454e-06,0.0
51,5.30477023348109,1.7955701370198085e-09,0.0
52,7.663463068109255,2.8569070664730134e-08,0.0
53,15.586840888278832,8.164162136381492e-05,0.0
54,15.649564701137656,8.692657138453797e-05,0.0
55,8.624760505341637,7.632569776205855e-08,0.0
56,9.246938932799411,1.4305638273981458e-07,0.0
57,11.907776629823042,2.060197630271432e-06,0.0
58,4.746111808598851,5.989987394983132e-10,0.0
59,6.029797680365196,4.772259032392867e-09,0.0
60,7.529574346247358,2.4863693326437897e-08,0.0
61,12.05167212002235,2.3791956209606724e-06,0.0
62,14.833643875216863,3.844114689854905e-05,0.0
63,11.48446623499146,1.3488274817063939e-06,0.0
64,9.850267319095394,2.623629598019761e-07,0.0
65,9.554605169638727,1.9495224989896087e-07,0.0
66,7.680722763893872,2.908385354771781e-08,0.0
67,8.672928845320229,8.01415112050563e-08,0.0
68,4.531429672100167,2.900687467999319e-10,0.0
69,13.336621245627581,8.602179150329903e-06,0.0
70,7.998971850643599,4.0356834318799883e-08,0.0
71,5.30477023348109,1.7955701370198085e-09,0.0
72,15.655096430672346,8.740876364754513e-05,0.0
73,8.269296175620667,5.3193556226460714e-08,0.0
74,8.227015602713802,5.094998556387509e-08,0.0
75,24.896473797322383,0.9016523957252502,0.0
76,9.461240115659157,1.7748524783200992e-07,0.0
77,13.39361149496511,9.106716788664926e-06,0.0
78,5.30477023348109,1.7955701370198085e-09,0.0
79,13.195099395374637,7.466871011274634e-06,0.0
80,5.3047665798183345,1.795559922967982e-09,0.0
81,8.223339951269413,5.075938602772112e-08,0.0
82,5.30477023348109,1.7955701370198085e-09,0.0
83,9.909413583070371,2.784097716812539e-07,0.0
84,8.641723455527544,7.764855780578728e-08,0.0
85,13.178970344670812,7.347387509071268e-06,0.0
86,8.489010071715871,6.651001172031101e-08,0.0
87,12.166932911325798,2.669974719538004e-06,0.0
88,9.29927306771423,1.5079621107361163e-07,0.0
89,5.30477023348109,1.7955701370198085e-09,0.0
90,7.859986594229415,3.4990407016266545e-08,0.0
91,4.403690276803577,1.3536718967976924e-10,0.0
92,4.988786506748514,1.0381699944161937e-09,0.0
93,7.856984480940056,3.488252175998241e-08,0.0
94,8.526164377443944,6.906547866947221e-08,0.0
95,8.625743241007722,7.640172583478488e-08,0.0
96,19.052948427025584,0.0026135339867323637,0.0
97,8.13429886902222,4.634989991814109e-08,0.0
98,5.30477023348109,1.7955701370198085e-09,0.0
99,4.407807391338508,1.400512622540262e-10,0.0
100,6.446054456200443,7.752332997768008e-09,0.0
101,5.864808146512402,3.894313316266107e-09,0.0
102,5.30477023348109,1.7955701370198085e-09,0.0
103,5.30477023348109,1.7955701370198085e-09,0.0
104,5.30477023348109,1.7955701370198085e-09,0.0
105,8.741286186236554,8.588209965409987e-08,0.0
106,7.389017975429219,2.1472308375791727e-08,0.0
107,11.9770454547541,2.2080355392972706e-06,0.0
108,8.721923429440118,8.421600483643488e-08,0.0
109,11.34239161831022,1.1700516324708587e-06,0.0
110,5.897513219095142,4.05702849093359e-09,0.0
111,4.295289816689742,1.8728879558338463e-11,0.0
112,8.706728209773694,8.293091724453916e-08,0.0
113,11.964479911265885,2.1804514744871994e-06,0.0
114,6.685873219388135,1.0124379556941676e-08,0.0
115,5.30477023348109,1.7955701370198085e-09,0.0
116,5.30477023348109,1.7955701370198085e-09,0.0
