step,session_step,session_progress_pct,reward,score,bonus,cluster,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,conditioned_action_0,conditioned_action_1,conditioned_action_2,conditioned_action_3,conditioned_action_4,conditioned_action_5,conditioned_action_6
491521,1,0.001220703125,18.85423469543457,1.707561023067683e-05,0.0,9,-1.0,1.0,-0.890244,0.5404004,-20.0,6.000206232070923,160000,-0.7178094,0.46401814,-1.0,1.0,0.60347617,0.948277,0.55457073,-1.0,0.8352326,-1.0,1.0,1.0,1.0,0.9982273
491522,2,0.00244140625,19.922286987304688,2.106323154293932e-05,0.0,9,-1.0,1.0,-0.8804212,0.5404004,-20.0,1.0,160000,-0.52617204,1.0,-0.5500984,1.0,1.0,-0.26305807,1.0,-0.94710964,1.0,-0.99017715,1.0,1.0,-0.4735045,1.0
491523,3,0.003662109375,16.612049102783203,1.0623851665059192e-07,0.0,9,-0.51793027,1.0,-0.890244,0.5404004,-20.0,1.0,95970,0.26775405,1.0,-1.0,1.0,0.86129194,-1.0,-1.0,0.4819573,1.0,-1.0,1.0,1.0,-1.0,-1.0
491524,4,0.0048828125,18.359668731689453,4.875192871622858e-07,0.0,9,0.00011253357,1.0,-0.890244,0.5404004,-20.0,1.0,160000,1.0,0.32644588,-1.0,0.81827086,0.51352245,-1.0,1.0,1.0,0.58760256,-1.0,1.0,0.92434037,-1.0,1.0
491525,5,0.006103515625,19.984052658081055,5.429325392469764e-05,0.0,9,-1.0,1.0,-0.890244,0.5404004,-30.78484535217285,1.0,135373,-0.098903805,0.28842354,-0.6618754,1.0,-0.2994724,-1.0,-0.21351326,-0.17802684,0.51916236,-1.0,1.0,-0.5390503,-1.0,-0.38432384
491526,6,0.00732421875,19.527151107788086,8.500558578816708e-06,0.0,9,-0.4660365,1.0,-0.890244,0.5404004,-20.0,1.0,160000,0.29658392,1.0,-0.744831,1.0,1.0,-0.4586705,1.0,0.533851,1.0,-1.0,1.0,1.0,-0.8256069,1.0
491527,7,0.008544921875,18.307382583618164,4.4628959017245506e-07,0.0,9,-1.0,1.0,0.22873144,0.5404004,-20.0,1.0,160000,-1.0,0.026680768,0.0660975,1.0,0.32453212,-1.0,0.5229906,-1.0,0.04802538,0.11897549,1.0,0.5841578,-1.0,0.941383
491528,8,0.009765625,21.009859085083008,0.00023708873777650297,0.0,9,-1.0,1.0,-0.7764724,0.5404004,-20.0,1.0,160000,-0.11478446,1.0,-0.4923491,1.0,0.2009728,-1.0,1.0,-0.20661202,1.0,-0.8862283,1.0,0.36175102,-1.0,1.0
491529,9,0.010986328125,20.637310028076172,0.00010656382801244035,0.0,9,-0.5048903,1.0,-0.890244,0.5404004,-20.0,1.0,160000,0.27499846,1.0,-1.0,1.0,0.070181966,-0.5758348,0.8410797,0.4949972,1.0,-1.0,1.0,0.12632753,-1.0,1.0
491530,10,0.01220703125,17.826353073120117,1.7690224751731876e-07,0.0,9,0.00011253357,-9.059906e-05,-0.890244,0.5404004,-40.003838539123535,1.0,160000,1.0,-1.0,-1.0,1.0,-0.6310917,-0.22835207,0.9100089,1.0,-1.0,-1.0,1.0,-1.0,-0.41103372,1.0
