step,reward,score,bonus,cluster,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate
67,11.341704870120891,4.056667819440918e-07,3.0425008645806884e-05,7,-1.0,-1.0,0.2733398,-0.8442369,-20.0,6.0,160000
68,14.720148463997509,6.736490377079463e-06,0.0005052367782809597,7,-0.94219804,0.0,0.032723844,-0.58508295,-27.388691902160645,6.0,160000
69,13.562970543546935,2.5872977857943624e-06,0.00019404733393457718,7,-1.0,0.0,-0.9453442,0.7,-21.473329067230225,1.0,96000
70,0.3098187779750241,1.795559922967982e-09,1.3466699422259865e-07,2,-1.0,-1.0,-0.7043955,-1.0,-20.0,1.0,160000
71,13.825658230566514,1.3994588243804174e-06,0.0001049594118285313,7,0.0,0.0,-1.0,0.7,-57.11810827255249,1.0,160000
72,9.504908891675942,6.899504256807631e-08,5.174628192605724e-06,6,-1.0,-0.8468041,-0.3149774,0.7,-42.456954419612885,5.201906621456146,160000
73,13.433078982067093,1.2526641057775123e-06,9.394980793331342e-05,7,-0.721277,-0.20762151,-1.0,0.3622359,-20.0,1.0,143380
74,-0.01871816479665811,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.8103535,0.0,-0.07180977,-1.0,-45.15454053878784,2.6426998376846313,160000
75,0.5387277705598592,8.602206946761726e-09,6.451655210071294e-07,2,-1.0,-1.0,-1.0,-0.54988426,-44.59579825401306,1.0,96000
76,13.865131221344603,1.4462858644037624e-06,0.00010847143983028218,7,-1.0,0.0,-1.0,0.53777456,-49.342814683914185,1.0,160000
77,13.13026490607435,1.0968847874437415e-07,8.226635905828061e-06,1,-0.8081069,-0.20925671,-1.0,0.04499945,-59.58617806434631,2.728155016899109,160000
78,13.470863327898797,1.2406291034494643e-06,9.304718275870982e-05,7,0.0,0.0,-0.6744972,0.7,-42.00603023171425,1.0,146539
79,13.707822410031078,1.374162650336075e-07,1.0306219877520562e-05,1,-0.3163882,-1.0,-1.0,0.025556833,-28.3463191986084,1.5134373903274536,160000
80,13.609283361266,2.3475104171666317e-07,1.7606328128749738e-05,1,-1.0,-0.44084746,-1.0,-0.94923973,-53.79454493522644,6.0,160000
81,-0.8933766207498322,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-1.0,-1.0,-1.0,-60.0,6.0,117178
82,14.403801166757725,2.045706395392699e-07,1.5342797965445243e-05,1,-1.0,-1.0,-0.013496637,0.6701281,-33.42190086841583,1.0,160000
83,14.128410226835706,1.700913259128356e-07,1.275684944346267e-05,1,-0.17509526,0.0,-0.5208852,0.04581216,-59.96205449104309,1.0,160000
84,0.30982180274026816,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-1.0,-1.0,-1.0,-60.0,1.0,160000
85,13.887333331635553,1.446899631218912e-07,1.085174723414184e-05,1,-0.6365908,-0.6857517,0.3,0.30567127,-54.3522310256958,1.0,160000
86,59.04267031452434,1.4689142263657473e-11,1.1016856697743105e-09,3,-1.0,0.0,0.098707855,-0.9226668,-20.0,1.0,145931
87,13.80350306275377,2.673399137620436e-07,2.005049353215327e-05,1,-1.0,-1.0,-1.0,0.37113726,-39.115598648786545,1.0,96000
88,0.04462381041543906,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.8635256,0.0,-1.0,-1.0,-59.55423712730408,2.3259899616241455,160000
89,13.452867180964917,1.1071103500626123e-07,8.303327625469592e-06,1,-1.0,-1.0,-1.0,-0.24637604,-60.0,1.6681805849075317,160000
90,58.3768851177562,1.8243594135380903e-11,1.3682695601535677e-09,3,-0.73719704,-0.5740175,-1.0,-0.83415586,-30.47636389732361,1.0,160000
91,12.145343990903855,9.921459422912449e-07,7.441094567184336e-05,7,-1.0,-1.0,-1.0,0.63785684,-45.921048521995544,4.89705628156662,96000
92,13.005991853304456,1.5667573904920573e-07,1.175068042869043e-05,1,-0.7114334,-1.0,0.3,0.7,-27.957732677459717,1.0,96000
93,19.373172045419214,1.6736802221917202e-10,1.2552601666437901e-08,8,-1.0,0.0,0.3,-0.65245223,-28.882005214691162,1.0,160000
94,13.172729297189525,1.760807037953782e-07,1.3206052784653366e-05,1,0.0,-0.43486762,0.3,0.4120763,-37.369539737701416,6.0,152258
95,11.659003287296102,5.773592874902533e-07,4.3301946561769e-05,7,-1.0,-1.0,-0.81655216,-0.8392792,-49.4230580329895,6.0,129858
96,13.403489778759623,2.8226161248312565e-06,0.00021169620936234423,7,-1.0,-1.0,-1.0,0.27706438,-20.0,6.0,110531
97,0.16679055274026816,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.6303622,-0.875123,-1.0,-1.0,-43.65550458431244,1.0,150846
98,2.016989889253356,4.101081785279348e-08,3.075811338959511e-06,2,0.0,-1.0,0.3,-0.2947047,-23.99431347846985,1.0,96000
99,11.762132250488143,3.9548197605654423e-07,2.9661148204240817e-05,7,-1.0,-0.3310116,-1.0,-0.670627,-60.0,3.7456840872764587,160000
100,-0.6901812220249759,1.795559922967982e-09,1.3466699422259865e-07,2,-1.0,0.0,0.3,-1.0,-31.058263778686523,1.0,96000
101,-0.012868261828181404,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.8632185,-0.46577257,0.3,-1.0,-20.0,2.5002894401550293,152402
102,13.73310977070158,1.5904183214843215e-07,1.1928137411132411e-05,1,-1.0,-0.59237725,-1.0,0.082654536,-42.71899253129959,1.0,141110
103,0.005337427740268186,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-0.6394407,-1.0,-1.0,-40.084107564762235,1.0,140513
104,12.519549588176432,1.0448835041643179e-07,7.836626281232384e-06,1,-1.0,-0.7564055,-0.12547922,-0.1788438,-60.0,1.0,96000
105,11.848747592276455,3.642110470991611e-07,2.731582853243708e-05,7,0.0,-1.0,-1.0,-0.4037663,-60.0,6.0,160000
106,12.684893363304035,1.2987301545308583e-07,9.740476158981437e-06,1,-0.3417741,-1.0,0.1890961,0.3217197,-51.93667411804199,6.0,141349
107,-0.4162875722597318,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-0.2971573,0.29999995,-1.0,-60.0,1.0,113529
108,13.59482894031237,1.154417873294733e-06,8.658134049710497e-05,7,-1.0,0.0,0.3,0.35701758,-57.320191860198975,1.0,160000
109,19.539061771965496,2.031156770554432e-10,1.523367577915824e-08,8,-1.0,-1.0,-0.8471009,-0.9037073,-57.818559408187866,1.0,160000
110,13.833151308608018,2.776265830561897e-07,2.0821993729214228e-05,1,-0.82744634,-1.0,-0.007971883,0.47121245,-44.08494859933853,2.16486132144928,96000
111,18.960000039412673,9.780064952336076e-11,7.335048714252057e-09,8,-0.5448557,0.0,0.11295366,-0.9846975,-60.0,1.0,104349
112,0.30982180274026816,1.7955701370198085e-09,1.3466776027648564e-07,2,0.0,-1.0,-1.0,-1.0,-46.15845024585724,1.0,160000
113,-1.104391759632827,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-1.0,0.0336715,-1.0,-34.68826234340668,6.0,96000
114,9.269303582714754,1.2587473285918804e-09,9.440604964439103e-08,4,-1.0,-1.0,-0.25405866,-0.75380087,-60.0,1.4855945706367493,96000
115,13.933154489661929,1.4600512088236428e-07,1.0950384066177321e-05,1,-0.8034698,0.0,-0.52275246,0.12515014,-20.0,1.0,160000
116,-0.20936569725973186,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-1.0,0.3,-1.0,-25.578255653381348,1.0,126772
117,11.047833166954284,3.160713220040634e-07,2.3705349150304755e-05,7,0.0,0.0,-1.0,0.6735861,-30.09671449661255,6.0,160000
118,-0.6901781972597318,1.7955701370198085e-09,1.3466776027648564e-07,2,0.0,0.0,0.3,-1.0,-34.169310331344604,6.0,160000
119,13.733927451241007,2.2200255500592903e-07,1.6650191625444677e-05,1,-0.5335199,-1.0,-1.0,-0.49450904,-44.377484023571014,1.0,109314
120,-0.02524372202497588,1.795559922967982e-09,1.3466699422259865e-07,2,-0.5428858,-0.9320447,0.27014232,-1.0,-41.86005741357803,1.0,138556
121,18.169270026896797,1.24882479357602e-10,9.36618595182015e-09,8,-1.0,-1.0,0.10906601,-0.057508662,-36.39207899570465,1.0,96000
122,37.580791069141,5.295678826011674e-11,3.971759119508755e-09,0,-1.0,-0.21760225,0.08938211,-0.2400569,-60.0,1.0,115704
123,-0.2558749135683256,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.03978455,0.0,-0.45408165,-1.0,-20.0,3.8284835815429688,160000
124,14.470160583568001,4.1750388390937587e-07,3.131279129320319e-05,1,-1.0,-1.0,-1.0,-0.006518632,-25.768415927886963,6.0,160000
125,8.188165502066436,5.000270753008351e-10,3.7502030647562634e-08,4,-0.37955964,-1.0,-1.0,0.7,-37.13044494390488,1.0,96000
126,-0.39470894040536775,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-0.34831184,-0.51234376,-1.0,-32.56187617778778,1.3530040383338928,115137
127,0.30982180274026816,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-1.0,-1.0,-1.0,-20.0,1.0,160000
128,58.51016968475431,1.7908344945860577e-11,1.3431258709395433e-09,3,-1.0,-0.2702785,-1.0,-0.33970624,-34.5765745639801,1.0,122194
129,0.06786867774026817,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.56132334,-1.0,-0.5409627,-1.0,-60.0,1.0,144515
130,59.04590759659531,1.480197908687586e-11,1.1101484315156895e-09,3,-1.0,-1.0,-1.0,-0.5867857,-44.151352643966675,1.0,141242
131,0.22624367774026816,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,0.0,-1.0,-1.0,-44.41117703914642,1.0,154651
132,-1.104391759632827,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-0.45617956,-1.0,-1.0,-60.0,6.0,96000
133,14.293402672219441,2.3022461448363174e-07,1.726684608627238e-05,1,-1.0,0.0,-1.0,0.043210626,-43.04797172546387,2.4339953660964966,160000
134,13.189085312635601,1.7715379385663255e-07,1.3286534539247441e-05,1,-1.0,-1.0,0.30000007,-0.18499088,-25.79969882965088,6.0,160000
135,72.70400974485086,0.00016056327149271965,0.012042245361953974,5,-1.0,-0.107176006,0.3,0.22654867,-32.347999811172485,1.0,128489
136,-0.913734937238416,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.3343739,-0.84810483,-0.4987101,-1.0,-20.0,6.0,114877
137,69.69849858136335,7.390795508399606e-05,0.005543096631299704,5,-0.9051008,-0.03527975,0.3,0.46487212,-51.840423345565796,1.0,160000
138,13.257208502750446,2.0562993086059578e-06,0.00015422244814544683,7,-1.0,-0.687472,-1.0,-0.273332,-20.0,6.0,144204
139,11.941962592384138,6.524468290081131e-07,4.8933512175608485e-05,7,-1.0,-0.87517136,-0.64170724,0.29819274,-20.0,5.844406247138977,160000
140,13.699021365612511,1.7161134735488304e-07,1.2870851051616228e-05,1,-0.5986448,-1.0,-1.0,-0.675803,-58.29756140708923,3.1965402364730835,156522
141,13.67584919180483,2.0545024881357676e-07,1.5408768661018257e-05,1,-0.90003455,-0.676778,-1.0,0.7,-51.39934778213501,2.9105857610702515,119865
142,-0.32488955769403327,1.7955701370198085e-09,1.3466776027648564e-07,2,0.0,-1.0,0.3,-1.0,-33.038926124572754,2.6859734058380127,125585
143,15.031518562704296,1.033748802115042e-07,7.753116015862815e-06,6,-1.0,-0.715307,-0.85596997,0.5506377,-46.336652636528015,6.0,147499
144,0.5579258699260681,8.788331840037245e-09,6.591248880027933e-07,2,-1.0,-0.24217129,-1.0,0.55858666,-39.15944077074528,1.0,96000
145,2.8333031009279175,3.7664737106979373e-08,2.824855283023453e-06,2,-1.0,-1.0,-1.0,-0.11361951,-29.317283630371094,1.4920032620429993,160000
146,8.525185549442776,4.212328541530752e-10,3.159246406148064e-08,4,-1.0,-0.6901884,0.3,-0.018911362,-51.45730137825012,1.0,99400
147,12.520526064442242,5.422231765805918e-07,4.066673824354439e-05,7,-0.61264193,-0.6977602,-0.8970525,0.5566783,-26.838494539260864,1.6669801473617554,138775
148,48.719175656393304,3.21904482236679e-11,2.4142836167750925e-09,3,-0.5166413,-0.69826347,-0.69854224,-0.4990328,-60.0,1.0,147118
149,-0.8097537044972964,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.82051075,-1.0,0.3,-1.0,-20.0,6.0,127780
150,28.357422174108894,1.0226865188034395e-10,7.670148891025796e-09,8,-1.0,-1.0,0.3,-0.24215424,-45.1701420545578,1.0,160000
151,9.714513228778758,8.493125847053307e-08,6.36984438528998e-06,6,-1.0,-1.0,-1.0,-0.96822846,-20.68534255027771,1.0,96000
152,14.267675120852871,1.8673659951673471e-07,1.4005244963755104e-05,1,-0.4786775,-1.0,-1.0,0.7,-42.98017114400864,1.0,160000
153,19.997498981411674,8.143247187675229e-11,6.107435390756422e-09,8,-0.9258945,-0.3288893,-1.0,-0.6338124,-28.978241682052612,1.0,144621
154,14.775857247799557,3.3018116596394975e-07,2.476358744729623e-05,1,-0.77947587,-0.4277522,-1.0,-0.39334747,-48.418158292770386,2.7163294553756714,160000
155,19.899689469817393,8.202562240544609e-11,6.1519216804084564e-09,8,-1.0,-0.25274014,-1.0,-0.62213326,-37.86223158240318,1.0,160000
156,14.007712188567602,2.4412528887296503e-07,1.8309396665472377e-05,1,-1.0,0.0,-1.0,0.45450372,-59.836177825927734,3.128058075904846,127711
157,13.40603742666563,2.270395953019033e-06,0.0001702796964764275,7,-1.0,0.0,-0.5995961,0.7,-22.53860592842102,6.0,160000
158,12.342558309035596,1.0631529221427627e-06,7.97364691607072e-05,7,-1.0,-1.0,-0.012946963,-0.23763682,-25.59402346611023,5.1801342368125916,109134
159,14.33192085289853,1.9495205094699486e-07,1.4621403821024614e-05,1,0.0,-0.19626886,-0.24813342,0.7,-40.247596092522144,1.0,160000
160,13.131591713770765,2.9945331903036276e-07,2.2458998927277207e-05,1,-0.8628048,-1.0,-1.0,0.34039152,-36.55227094888687,6.0,115502
161,14.173132659871644,2.2742656824448204e-07,1.7056992618336153e-05,1,-0.8834393,0.0,0.28277582,0.59562236,-28.523322343826294,2.9440391659736633,160000
162,19.31800037810374,6.693063464568993e-11,5.019797598426745e-09,8,-0.9099446,-1.0,-0.7703735,-0.35769138,-55.87002873420715,1.0,160000
163,7.693081651613836,9.165636782881847e-08,6.874227587161386e-06,1,-1.0,-0.54062307,-1.0,0.63848454,-37.57113963365555,3.9116499423980713,160000
164,-0.616201874430129,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.26417124,-0.947007,-1.0,-1.0,-44.79269117116928,4.943178057670593,128937
165,13.412901243500967,1.4240926304864843e-07,1.0680694728648632e-05,1,0.0,-1.0,-0.6996983,0.7,-49.09776031970978,2.204445958137512,135616
166,13.206196043395135,1.3736374739892199e-06,0.00010302281054919149,7,-0.4697712,-1.0,-0.5776651,0.08311167,-20.0,3.985614538192749,160000
167,9.558287756265699,7.781713406984636e-08,5.836285055238477e-06,6,-1.0,-1.0,0.07312405,0.7,-45.6377649307251,6.0,160000
168,-0.33222507225973186,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.36506307,-1.0,-1.0,-1.0,-60.0,1.0,118909
169,9.576546335958126,7.86014737741425e-08,5.895110533060688e-06,6,-0.85196877,-0.07709688,-0.13577944,-0.053635582,-42.59391248226166,6.0,160000
170,12.640405523509198,1.208107391903468e-06,9.06080543927601e-05,7,-0.6402123,-0.077183425,0.07938844,-0.5860686,-24.320108890533447,6.0,151427
171,-0.25989038085556815,3.3694307344234176e-09,2.527073050817563e-07,2,-1.0,-1.0,-0.5042163,0.66439545,-40.736842676997185,4.720752596855164,111066
172,-0.17497507225973186,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,0.0,-0.9103999,-1.0,-20.0,1.0,128973
173,7.626261410350302,7.537433788229464e-08,5.653075341172098e-06,6,-1.0,-1.0,0.3,-0.17038532,-29.87036108970642,1.0,120723
174,10.096894226064151,5.99727485450785e-08,4.497956140880888e-06,6,-0.79270124,0.0,0.3,0.7,-20.0,1.0,160000
175,0.027290552740268148,1.7955701370198085e-09,1.3466776027648564e-07,2,-1.0,-0.8684785,-1.0,-1.0,-20.0,1.0,141918
176,-0.4678813222597319,1.7955701370198085e-09,1.3466776027648564e-07,2,-0.96376556,-0.39878547,-0.45747328,-1.0,-60.0,1.0,110227
177,16.038181217952463,1.1224277329802135e-07,8.418207997351601e-06,6,-1.0,-1.0,-1.0,-0.15069136,-37.396714091300964,1.0,148921
178,0.5053558216114467,2.2071993122096956e-09,1.6553994841572717e-07,2,-1.0,-0.315987,0.053045332,0.67430145,-42.195139825344086,2.796213388442993,96000
179,9.444669039179328,8.84392719058269e-08,6.6329453929370175e-06,6,-0.5535772,-1.0,-0.7208842,0.70000005,-20.0,6.0,102735
180,9.66335742548045,7.913565269745959e-08,5.935173952309469e-06,6,0.0,-1.0,-1.0,-0.5452794,-35.299108028411865,5.6273356676101685,160000
181,16.479777589847938,1.3045868740846345e-07,9.784401555634759e-06,6,-0.27234936,-0.4841618,0.1476357,-0.5949463,-32.52487659454346,1.0,160000
182,13.151815761089253,1.7278189545777423e-07,1.2958642159333067e-05,1,-0.6632707,-1.0,0.29540408,0.7,-49.023151993751526,1.0,96000
183,8.31715821433438,3.853881480608834e-08,2.8904111104566255e-06,6,-0.9966935,0.0,-1.0,-0.98516005,-37.70022124052048,6.0,160000
184,31.50907139128812,5.0499736337084045e-11,3.787480225281303e-09,0,-1.0,-1.0,0.3,-0.87079746,-20.0,1.0,160000
185,11.121818636877052,4.387809440231649e-07,3.290857080173737e-05,7,0.0,0.0,-1.0,0.11310351,-60.0,6.0,105463
186,13.289008329827332,1.785125789410813e-07,1.3388443420581098e-05,1,-0.37484223,-1.0,-0.18833321,-0.75300694,-20.0,5.557371139526367,160000
187,9.816800522109725,1.1079543948966375e-09,8.309657961724781e-08,4,-0.6041573,-1.0,-0.09568983,-0.7217357,-41.23656339943409,1.0,143931
