step,session_step,session_progress_pct,reward,score,bonus,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate
61478,38,0.04638671875,24.039189781452446,0.38258278369903564,0.0,-1.0,-1.0,-1.0,0.4023652,-33.30121636390686,1.0,160000
61479,39,0.047607421875,23.70649833713526,0.27430856227874756,0.0,-0.5537632,-0.96756274,-0.7025896,0.5522989,-60.0,1.0,118472
61480,40,0.048828125,4.969881343613537,1.1912984487771894e-10,0.0,-1.0,0.6339572,0.9598137,1.0,-35.258122980594635,4.447933197021484,120788
61481,41,0.05004882812499999,14.247285559448226,2.1386274966062047e-05,0.0,-1.0,0.5061072,-1.0,1.0,-60.0,1.0,160000
61482,42,0.05126953125,18.447744812591193,0.0014268930535763502,0.0,-0.53852856,-1.0,-0.5906813,0.34768492,-46.575265526771545,1.0,146096
61483,43,0.052490234375,14.28445813749038,2.2196256395545788e-05,0.0,-1.0,0.3609519,0.3317119,1.0,-20.0,1.0,160000
61484,44,0.05371093750000001,19.116372482989394,0.002784664509817958,0.0,-1.0,-1.0,-0.16425693,0.036848962,-20.0,1.0,103323
61485,45,0.054931640625,9.423114677302394,1.708085051177477e-07,0.0,-0.78789514,-1.0,-0.10473108,0.8443993,-36.350587010383606,3.1730101108551025,160000
61486,46,0.05615234374999999,16.674487353388148,0.0002422557008685544,0.0,-1.0,-1.0,-1.0,1.0,-20.0,1.0,95287
61487,47,0.057373046875,18.987997167940723,0.002449176972731948,0.0,-1.0,0.18585801,-0.35444748,0.7919627,-29.54679846763611,1.0,100982
61488,48,0.05859375,11.424146718425055,1.2698135378741426e-06,0.0,-1.0,-0.96945333,0.27737594,1.0,-20.0,1.0,55920
61489,49,0.05981445312500001,9.935636346612748,2.858335790278943e-07,0.0,-1.0,0.23455691,-1.0,1.0,-60.0,7.669259071350098,160000
61490,50,0.06103515625,17.637259683333227,0.0006344564608298242,0.0,-0.67869264,-1.0,-1.0,0.6744578,-25.214016437530518,1.0,160000
61491,51,0.06225585937499999,21.981260426145703,0.0488627664744854,0.0,-1.0,-0.7875231,-0.52849066,0.9827754,-37.906506061553955,1.0,152652
61492,52,0.0634765625,22.221272223740225,0.06211748346686363,0.0,-0.2697041,-0.89941466,-1.0,1.0,-24.18474793434143,1.0,160000
61493,53,0.064697265625,21.630814418808242,0.03441765531897545,0.0,-1.0,-1.0,-0.22511625,0.94857836,-20.0,1.0,160000
61494,54,0.06591796875,21.956175570772597,0.04765229672193527,0.0,-1.0,-1.0,-0.5122912,0.7425995,-20.0,1.0,124796
61495,55,0.067138671875,19.222052977161635,0.003095061983913183,0.0,-0.96794873,-1.0,-0.21847272,1.0,-25.616028308868408,2.301339864730835,147268
61496,56,0.068359375,22.221272223740225,0.06211748346686363,0.0,-1.0,-1.0,-1.0,1.0,-26.24736785888672,1.0,160000
61497,57,0.069580078125,22.13828751087938,0.057170771062374115,0.0,-0.0027132034,-1.0,-0.7778273,-0.3340233,-57.08116888999939,1.0,160000
61498,58,0.07080078125,22.221272223740225,0.06211748346686363,0.0,-1.0,-0.63510865,-1.0,1.0,-60.0,1.0,160000
61499,59,0.072021484375,21.103104513072783,0.02030484937131405,0.0,-1.0,0.030707002,0.40850902,1.0,-36.00295692682266,1.0,160000
61500,60,0.0732421875,14.33444256164818,2.3333970602834597e-05,0.0,-1.0,-1.0,0.2872532,1.0,-32.45074987411499,3.169930338859558,159021
61501,61,0.074462890625,16.69181611500868,0.00024649029364809394,0.0,-0.55203426,-1.0,-0.5004154,0.6932015,-41.23481094837189,1.0,160000
61502,62,0.07568359375,16.99352033881167,0.0003332949709147215,0.0,-0.22419071,-0.6431537,-1.0,0.8889481,-50.104044675827026,1.0,141362
61503,63,0.076904296875,20.254431766483425,0.008690121583640575,0.0,-1.0,-1.0,-1.0,-0.27491766,-27.70769476890564,1.0,145386
61504,64,0.078125,15.439961496068742,7.048908446449786e-05,0.0,-0.8376413,-1.0,-1.0,0.99599856,-20.0,1.0,64947
61505,65,0.079345703125,16.94248595232104,0.0003167121612932533,0.0,-1.0,-1.0,-1.0,1.0,-35.42340815067291,1.0,157745
61506,66,0.08056640625,16.94248595232104,0.0003167121612932533,0.0,-1.0,-1.0,-1.0,1.0,-40.35429358482361,1.0,160000
61507,67,0.081787109375,8.750368624785331,8.667479534096856e-08,0.0,-0.13636947,0.75695264,-1.0,0.40115997,-20.0,3.1486371755599976,160000
61508,68,0.0830078125,17.215918336335374,0.0004163084668107331,0.0,-1.0,-0.40078503,-0.86074,1.0,-51.407450437545776,1.0,160000
61509,69,0.084228515625,17.227650326333777,0.00042122136801481247,0.0,-1.0,-1.0,-0.7806505,1.0,-20.0,1.0,131424
61510,70,0.08544921875,17.442295454861245,0.0005220712628215551,0.0,-1.0,-1.0,-1.0,1.0,-40.65744161605835,1.0,76375
61511,71,0.086669921875,19.14706958942292,0.0028714712243527174,0.0,-0.80391026,0.4371903,-1.0,1.0,-60.0,2.5499061346054077,160000
61512,72,0.087890625,21.758613249728022,0.039109621196985245,0.0,-1.0,-0.5140866,-1.0,1.0,-41.60645067691803,1.0,160000
61513,73,0.089111328125,22.766842807094434,0.10718947649002075,0.0,-0.29100537,0.19426382,-1.0,-0.59862775,-34.3147873878479,1.0,160000
61514,74,0.09033203125,19.897330105461787,0.006080489605665207,0.0,-1.0,-1.0,0.121659756,1.0,-42.64278292655945,1.0,127557
61515,75,0.091552734375,18.799188674735372,0.002027783775702119,0.0,-1.0,0.17859209,-0.4470271,0.5470592,-26.883957386016846,1.4398834705352783,160000
61516,76,0.0927734375,22.7128678237394,0.10155729204416275,0.0,-1.0,0.040185332,-1.0,1.0,-20.0,1.0,160000
61517,77,0.093994140625,5.759451399543771,3.4048985853019076e-09,0.0,-1.0,-1.0,-1.0,0.6540917,-48.362135887145996,1.0,39356
61518,78,0.09521484375,13.79675835212354,1.3628940905618947e-05,0.0,-0.31472027,-1.0,-1.0,0.9823608,-35.94051897525787,1.8453279733657837,160000
61519,79,0.096435546875,21.758613249728022,0.039109621196985245,0.0,-1.0,-1.0,-1.0,1.0,-28.552216291427612,1.0,133770
61520,80,0.09765625,20.1157154101169,0.007564532570540905,0.0,-0.58860236,-0.43388426,0.14831895,0.9250251,-46.8138986825943,1.0,160000
61521,81,0.098876953125,18.944344534792425,0.0023445638362318277,0.0,0.6741922,0.35330534,-0.8151445,0.4004489,-60.0,1.0,144707
61522,82,0.10009765624999999,18.70121385551077,0.001838534139096737,0.0,-1.0,-1.0,-1.0,0.800677,-39.55034375190735,1.0,127336
61523,83,0.10131835937500001,18.597516253137705,0.001657434506341815,0.0,-0.5506319,-1.0,-1.0,0.8433154,-29.53820824623108,1.0,160000
61524,84,0.1025390625,14.72852335579022,3.46052365784999e-05,0.0,-0.5175365,0.56677043,-0.23876029,1.0,-23.202857971191406,1.0,149935
61525,85,0.103759765625,12.346771890910068,3.196222451151698e-06,0.0,-0.60019886,0.16980767,-0.31333923,0.61180913,-20.607709884643555,4.797164559364319,160000
61526,86,0.10498046875,18.986359000943693,0.0024451680947095156,0.0,-1.0,-1.0,-0.6597045,0.49846593,-37.841306924819946,1.0,105576
61527,87,0.10620117187499999,18.958366168864067,0.0023776700254529715,0.0,-1.0,-1.0,-0.075152695,0.20222348,-25.801730155944824,1.0,87946
61528,88,0.10742187500000001,14.181592337347448,2.0026431229780428e-05,0.0,-1.0,-1.0,0.5363891,1.0,-47.259172201156616,1.0,160000
61529,89,0.108642578125,18.096413235015774,0.001004176214337349,0.0,-1.0,-1.0,-1.0,1.0,-39.49351906776428,1.0,160000
61530,90,0.10986328125,15.557143344216911,7.925268437247723e-05,0.0,-1.0,-1.0,-0.61783594,-0.31190163,-20.0,3.101813554763794,132626
61531,91,0.111083984375,16.207425677627757,0.00015185553638730198,0.0,-1.0,-0.5682498,-0.11279544,1.0,-20.0,1.0,160000
61532,92,0.11230468749999999,18.240481502065094,0.0011597864795476198,0.0,-1.0,-1.0,-0.9541159,-0.21253973,-20.0,1.0,160000
61533,93,0.11352539062500001,16.600130833196538,0.0002248957462143153,0.0,-0.8990706,-0.7252325,-1.0,1.0,-20.0,1.0,160000
61534,94,0.11474609375,15.65480463315113,8.738326141610742e-05,0.0,-1.0,-1.0,-1.0,0.60156506,-35.94530671834946,1.0,142623
61535,95,0.115966796875,16.600130833196538,0.0002248957462143153,0.0,-1.0,-1.0,-1.0,1.0,-60.0,1.0,160000
61536,96,0.1171875,15.702876402001456,9.168658289127052e-05,0.0,-1.0,-1.0,-1.0,0.18883765,-20.0,1.0,145994
61537,97,0.11840820312499999,16.421057030555957,0.00018802261911332607,0.0,-1.0,-0.69021285,-0.40681493,1.0,-29.995715618133545,1.0,160000
61538,98,0.11962890625000001,18.5265898500663,0.0015439506387338042,0.0,-1.0,-1.0,-1.0,-0.28952283,-28.51715087890625,1.0876212120056152,153210
61539,99,0.120849609375,16.600130833196538,0.0002248957462143153,0.0,-1.0,-1.0,-1.0,1.0,-20.0,1.0,160000
61540,100,0.1220703125,5.703365785148463,3.1646474329960483e-09,0.0,-1.0,-0.4554637,-1.0,1.0,-24.834500551223755,1.0,47352
61541,101,0.123291015625,5.30477023348109,1.7955701370198085e-09,0.0,-1.0,-1.0,-1.0,-1.0,-52.494919300079346,1.0,160000
61542,102,0.12451171874999999,13.834693079769044,1.4155921235214919e-05,0.0,-1.0,-1.0,-1.0,1.0,-24.543516635894775,1.4424971342086792,160000
61543,103,0.125732421875,5.252972902799193,1.6544533520956861e-09,0.0,-1.0,-1.0,0.5203278,0.8005085,-43.36109817028046,3.123537063598633,160000
61544,104,0.126953125,17.735175612842685,0.0006997231394052505,0.0,-0.22922826,-0.5347339,-1.0,1.0,-29.871472120285034,1.0,160000
61545,105,0.128173828125,13.76649045980547,1.322257230640389e-05,0.0,-1.0,0.16953504,-0.3542111,1.0,-49.522334933280945,1.0,104808
61546,106,0.12939453125,16.957193593667633,0.0003214046882931143,0.0,-1.0,-0.33558655,-0.81548005,1.0,-20.0,1.0,160000
61547,107,0.130615234375,17.735175612842685,0.0006997231394052505,0.0,-1.0,-0.74692774,-1.0,1.0,-33.54468047618866,1.0,160000
61548,108,0.1318359375,17.77740365233918,0.0007299038697965443,0.0,-1.0,-0.9052297,-0.6188635,0.5756799,-20.0,1.0,160000
61549,109,0.133056640625,18.807460234147147,0.0020446262788027525,0.0,-0.2568239,-0.92400634,-0.62247694,0.3741666,-20.0,1.0,141101
61550,110,0.13427734375,19.305486287642122,0.00336437183432281,0.0,-1.0,-1.0,-1.0,0.5293877,-20.0,1.0,130914
61551,111,0.135498046875,5.30477023348109,1.7955701370198085e-09,0.0,0.1297847,-0.51587296,-1.0,-1.0,-59.1347336769104,1.3888732194900513,113121
61552,112,0.13671875,8.751109650366242,8.673978868500853e-08,0.0,-0.08756232,-0.6994704,-1.0,-0.2664519,-60.0,2.2714380025863647,160000
61553,113,0.137939453125,17.87682502139037,0.0008062020060606301,0.0,-1.0,-0.40533298,-1.0,1.0,-20.0,1.0,160000
61554,114,0.13916015625,15.979812417234289,0.00012094243720639497,0.0,-1.0,-1.0,0.12134695,1.0,-20.0,1.0,160000
61555,115,0.140380859375,19.925739309317567,0.006255708634853363,0.0,0.09040904,-0.21593595,-1.0,-0.34688467,-20.0,1.0,130175
61556,116,0.1416015625,15.323510040815815,6.274034240050241e-05,0.0,-0.3552736,-0.99577284,0.8094183,0.35533047,-25.63083291053772,1.0,160000
61557,117,0.142822265625,17.87682502139037,0.0008062020060606301,0.0,-1.0,-1.0,-1.0,1.0,-60.0,1.0,160000
61558,118,0.14404296875,15.955946926393693,0.00011809023271780461,0.0,-1.0,-1.0,0.41327035,0.34751576,-20.0,1.0,160000
61559,119,0.145263671875,18.47223792307439,0.0014622736489400268,0.0,-1.0,-0.4068935,-1.0,0.39379632,-20.0,1.0,125289
61560,120,0.146484375,11.272479654872601,1.090977434614615e-06,0.0,-1.0,-0.6069401,-0.3063643,1.0,-23.537485599517822,3.859910726547241,151015
61561,121,0.147705078125,13.631428262110175,1.1551926945685409e-05,0.0,-1.0,-0.09986901,-0.1560818,0.52499557,-35.90357542037964,1.38987398147583,105945
61562,122,0.14892578125,94.85250143303662,0.8430294990539551,70.02325476049637,-1.0,-0.58061135,-0.011410475,-0.4797277,-20.0,1.0,120165
61563,123,0.150146484375,12.507609722383048,3.7541201436397387e-06,0.0,-0.67021394,-1.0,-1.0,1.0,-20.0,3.8240233659744263,148004
61564,124,0.1513671875,14.819867057423016,3.791516792261973e-05,0.0,-1.0,0.27115715,-0.64852047,1.0,-20.0,1.0,160000
61565,125,0.152587890625,14.976616973697103,4.4349657400744036e-05,0.0,-1.0,-1.0,-0.4711427,1.0,-20.0,1.0,153933
61566,126,0.15380859375,12.399871417667253,3.370581680428586e-06,0.0,-1.0,-0.954098,-0.55690306,1.0,-20.0,3.479965090751648,160000
61567,127,0.155029296875,14.920989007229082,4.194988650851883e-05,0.0,-1.0,-1.0,-1.0,1.0,-22.540183067321777,1.0,160000
61568,128,0.15625,16.586155077657146,0.0002217745059169829,0.0,-0.7094297,-0.84562397,-0.7747518,0.61614794,-60.0,1.0,159599
61569,129,0.157470703125,17.00195128220575,0.00033611684921197593,0.0,-1.0,-0.6614442,-1.0,0.5298438,-38.57691168785095,1.0,160000
61570,130,0.15869140625,16.772187006962042,0.0002671188849490136,0.0,-1.0,-0.27425754,-1.0,0.5739045,-20.0,1.0,138175
61571,131,0.159912109375,18.069862518163173,0.000977865420281887,0.0,-1.0,-1.0,0.26807857,0.22260535,-32.528395652770996,1.0,160000
61572,132,0.1611328125,19.20576189944379,0.00304504856467247,0.0,0.04214692,-1.0,-0.23742032,-0.265428,-34.402605295181274,1.0,88098
61573,133,0.162353515625,18.827501283058375,0.0020860161166638136,0.0,-1.0,-1.0,-1.0,0.34206215,-20.0,1.0,157395
61574,134,0.16357421875,23.933601328723764,0.3442460298538208,0.0,-0.45278525,-0.5472027,-1.0,-0.8303891,-46.58558785915375,1.0,160000
61575,135,0.164794921875,16.038921035282435,0.0001283067394979298,0.0,-0.3909455,0.47716916,-0.17722201,-0.11114484,-28.137826919555664,1.0,160000
61576,136,0.166015625,5.30477023348109,1.7955701370198085e-09,0.0,-1.0,-0.041101933,-1.0,-1.0,-28.002880811691284,1.0,160000
61577,137,0.167236328125,19.805288656233923,0.005545815918594599,0.0,-1.0,-1.0,-0.73494035,-0.35949796,-25.98339080810547,1.0,160000
61578,138,0.16845703125,18.486131421500197,0.0014827315462753177,0.0,-1.0,-0.8056831,-1.0,1.0,-20.0,1.0,160000
61579,139,0.169677734375,7.941629908886178,3.805206461038324e-08,0.0,-0.9839709,-1.0,-0.5918494,-0.3416744,-20.0,1.0,50982
61580,140,0.1708984375,18.48253049469219,0.0014774019364267588,0.0,-0.6904774,-0.23474985,-1.0,0.94731146,-20.0,1.0,160000
61581,141,0.172119140625,11.348765211117048,1.1775392749768798e-06,0.0,-1.0,-1.0,0.8035064,1.0,-23.648653030395508,1.0,56167
61582,142,0.17333984375,13.630497624288816,1.154118035628926e-05,0.0,-0.9224652,-1.0,-1.0,1.0,-46.847341656684875,1.0,160000
61583,143,0.174560546875,13.630497624288816,1.154118035628926e-05,0.0,-1.0,-1.0,-1.0,1.0,-20.0,1.0,160000
61584,144,0.17578125,15.491846288554894,7.424299110425636e-05,0.0,-0.9851788,-0.6853492,-1.0,0.39827535,-30.792282223701477,1.0,160000
61585,145,0.177001953125,11.070969949499863,8.916867955122143e-07,0.0,0.847208,0.8931906,-0.22124106,1.0,-22.366687059402466,6.511794090270996,160000
61586,146,0.17822265625,13.630497624288816,1.154118035628926e-05,0.0,-1.0,-1.0,-1.0,1.0,-20.0,1.0,160000
61587,147,0.179443359375,8.107196986193905,4.50838619769911e-08,0.0,-1.0,-1.0,-0.14324582,1.0,-47.29131579399109,2.2966251373291016,155806
61588,148,0.1806640625,13.800782466376468,1.3683899851457682e-05,0.0,-0.7114494,-1.0,-1.0,1.0,-60.0,1.0,111386
61589,149,0.181884765625,13.630497624288816,1.154118035628926e-05,0.0,-1.0,-0.45434183,-1.0,1.0,-54.86907720565796,1.0,160000
61590,150,0.18310546875,15.82471418405848,0.00010356662096455693,0.0,0.3170725,0.20860982,-1.0,1.0,-55.23159623146057,1.0,144310
61591,151,0.184326171875,20.97884747532298,0.017932284623384476,0.0,-0.7769588,0.14433521,-1.0,-0.8890832,-40.37804663181305,1.0,160000
61592,152,0.185546875,15.520408270945328,7.639412069693208e-05,0.0,-0.009441614,-0.98448354,-0.33158606,1.0,-20.0,1.0,160000
61593,153,0.186767578125,15.721776227065856,9.343594138044864e-05,0.0,-1.0,-0.47330236,-0.19010228,0.69004273,-26.03050947189331,1.0,160000
61594,154,0.18798828125,14.077968668311103,1.805502142815385e-05,0.0,-0.58052796,-0.25921047,1.0,1.0,-60.0,1.0,102377
61595,155,0.189208984375,5.30477023348109,1.7955701370198085e-09,0.0,-1.0,-1.0,-1.0,-1.0,-20.0,7.080125570297241,160000
61596,156,0.1904296875,16.366913959003476,0.00017811312864068896,0.0,-1.0,0.18875754,-0.29730737,1.0,-33.45437169075012,1.0,153518
61597,157,0.191650390625,16.106703387602078,0.00013730526552535594,0.0,-1.0,-1.0,-0.7358335,1.0,-60.0,1.0,160000
61598,158,0.19287109375,14.295356108135968,2.2439484382630326e-05,0.0,-1.0,-1.0,0.48635077,0.5797396,-55.980249643325806,1.0,103648
61599,159,0.194091796875,16.49186096090248,0.00020181805302854627,0.0,-1.0,-1.0,-1.0,0.99620736,-50.78757643699646,1.0,160000
61600,160,0.1953125,18.06866355810779,0.000976693700067699,0.0,-0.38990223,-0.61437994,-1.0,0.22452593,-45.26299715042114,1.0,160000
61601,161,0.19653320312500003,22.79922076744568,0.11071684956550598,0.0,-1.0,0.21237451,0.18938273,-0.7704711,-20.0,1.0,112346
61602,162,0.19775390625,22.353081604830102,0.07086926698684692,0.0,-1.0,-0.7903282,-1.0,1.0,-20.0,1.0,160000
61603,163,0.198974609375,22.11472953584109,0.05583968386054039,0.0,-0.8689709,-0.8841793,-0.74852693,1.0,-32.31843113899231,1.0,160000
61604,164,0.20019531249999997,22.634212792955346,0.09387537091970444,0.0,-0.7326149,-0.95098954,-0.47143245,0.32632264,-20.0,1.0,140500
61605,165,0.201416015625,20.775258025101483,0.014629107899963856,0.0,-1.0,-1.0,-1.0,0.44442138,-48.34144473075867,1.3057852387428284,160000
61606,166,0.20263671875000003,22.095550230574485,0.054778922349214554,0.0,-1.0,-0.7842753,0.38159126,0.23799866,-57.266812324523926,1.0,160000
61607,167,0.203857421875,22.15104171465051,0.05790460854768753,0.0,-1.0,-1.0,-0.27508408,0.556121,-53.90275955200195,1.0,160000
61608,168,0.205078125,13.475589512569178,9.884806786431e-06,0.0,-1.0,-0.18252873,-1.0,1.0,-20.0,4.928866386413574,160000
61609,169,0.20629882812499997,20.892623079474884,0.016450868919491768,0.0,-0.5485795,-0.15353751,-0.77065635,1.0,-20.0,1.3130990266799927,160000
61610,170,0.20751953125,22.353081709961426,0.07086927443742752,0.0,-1.0,-1.0,-1.0,1.0,-20.0,1.0,160000
61611,171,0.20874023437500003,96.64247007460827,0.9482747316360474,71.69558109096128,-1.0,-1.0,-0.7014467,-0.09777081,-24.46918249130249,1.0,149852
61612,172,0.2099609375,23.700523067083672,0.2726743817329407,0.0,-1.0,-1.0,-1.0,1.0,-59.84012722969055,1.0,132465
61613,173,0.211181640625,90.34051267274661,0.6799088716506958,65.72630917334665,-1.0,-1.0,-0.6629219,0.31926078,-38.343191742897034,1.0,160000
61614,174,0.21240234374999997,22.775068233729797,0.10807479172945023,0.0,-0.9559141,-0.81853795,0.68610173,1.0,-33.80755543708801,1.0,160000
61615,175,0.213623046875,18.10346221347916,0.0010112796444445848,0.0,-1.0,0.7524054,-1.0,-0.39689952,-45.16841530799866,1.0,127828
61616,176,0.21484375000000003,14.008560711809576,1.684429298620671e-05,0.0,-1.0,-1.0,-1.0,-0.04145062,-37.792145013809204,2.911293864250183,160000
61617,177,0.216064453125,5.30477023348109,1.7955701370198085e-09,0.0,-0.6765495,-1.0,-1.0,-1.0,-60.0,1.0,160000
61618,178,0.21728515625,23.700523067083672,0.2726743817329407,0.0,-0.5987637,-1.0,-1.0,1.0,-20.0,1.0,160000
61619,179,0.21850585937499997,21.04843572081433,0.019224604591727257,0.0,-1.0,0.22083592,-0.9380255,1.0,-54.58272457122803,1.0,160000
61620,180,0.2197265625,96.00969906872888,0.9063571095466614,71.10802095757809,-1.0,-0.42770922,-0.73565865,0.07201022,-36.25634491443634,1.0,157790
61621,181,0.22094726562500003,12.57594548370475,4.019700099888723e-06,0.0,-1.0,-0.98746943,0.1608854,0.33296728,-56.56774401664734,2.2667015194892883,123313
61622,182,0.22216796875,12.60667673680915,4.145179445913527e-06,0.0,-0.9276696,-1.0,-1.0,0.88162225,-21.722795963287354,1.0,160000
61623,183,0.223388671875,8.85519140137524,9.636406872459702e-08,0.0,1.0,0.2198075,0.14788318,0.5230813,-20.0,1.0,137197
61624,184,0.22460937499999997,12.662526718242676,4.383331997814821e-06,0.0,-0.8332297,-0.73743665,-1.0,1.0,-60.0,1.0155091285705566,160000
61625,185,0.225830078125,12.921212869375339,5.677706212736666e-06,0.0,-1.0,-1.0,-1.0,1.0,-28.820905685424805,1.0,160000
61626,186,0.22705078125000003,12.07399590173355,2.432928113194066e-06,0.0,-1.0,-0.45547742,-1.0,-0.009691954,-46.17650270462036,1.0,160000
61627,187,0.228271484375,10.906112986392099,7.560117865068605e-07,0.0,-1.0,-1.0,-0.4548021,0.7721283,-52.42971062660217,3.062164545059204,160000
61628,188,0.2294921875,17.71159231666229,0.0006834144005551934,0.0,0.16788161,-1.0,-1.0,0.37441164,-20.0,1.0,160000
61629,189,0.23071289062499997,12.6579568201889,4.363341759017203e-06,0.0,-1.0,-1.0,0.11868119,0.6558174,-20.0,1.0,160000
61630,190,0.23193359375,12.237612604012382,2.8655899768637028e-06,0.0,-1.0,-1.0,-0.78133893,0.29856193,-60.0,1.0,129734
61631,191,0.23315429687500003,17.25374935471214,0.0004323595785535872,0.0,-1.0,0.46327454,-0.4356234,1.0,-23.526179790496826,1.0,160000
61632,192,0.234375,20.842480162898084,0.01564631424844265,0.0,-1.0,-1.0,-1.0,1.0,-55.63246130943298,1.0,160000
