step,reward
11,135.740176
12,135.740176
13,135.740176
14,135.740176
15,135.740176
16,135.740176
17,135.740176
18,135.740176
19,135.740176
20,135.740176
21,115.511482
22,115.511482
23,115.511482
24,115.511482
25,115.511482
26,115.511482
27,115.511482
28,115.511482
29,115.511482
30,115.511482
31,82.118134
32,82.118134
33,82.118134
34,82.118134
35,82.118134
36,82.118134
37,82.118134
38,82.118134
39,82.118134
40,82.118134
41,93.055786
42,93.055786
43,93.055786
44,93.055786
45,93.055786
46,93.055786
47,93.055786
48,93.055786
49,93.055786
50,93.055786
51,77.942098
52,77.942098
53,77.942098
54,77.942098
55,77.942098
56,77.942098
57,77.942098
58,77.942098
59,77.942098
60,77.942098
61,73.465919
62,73.465919
63,73.465919
64,73.465919
65,73.465919
66,73.465919
67,73.465919
68,73.465919
69,73.465919
70,73.465919
71,92.832365
72,92.832365
73,92.832365
74,92.832365
75,92.832365
76,92.832365
77,92.832365
78,92.832365
79,92.832365
80,92.832365
81,90.268648
82,90.268648
83,90.268648
84,90.268648
85,90.268648
86,90.268648
87,90.268648
88,90.268648
89,90.268648
90,90.268648
91,84.154907
92,84.154907
93,84.154907
94,84.154907
95,84.154907
96,84.154907
97,84.154907
98,84.154907
99,84.154907
100,84.154907
101,105.012102
102,105.012102
103,105.012102
104,105.012102
105,105.012102
106,105.012102
107,105.012102
108,105.012102
109,105.012102
110,105.012102
111,116.311284
112,116.311284
113,116.311284
114,116.311284
115,116.311284
116,116.311284
117,116.311284
118,116.311284
119,116.311284
120,116.311284
121,75.42285
122,75.42285
123,75.42285
124,75.42285
125,75.42285
126,75.42285
127,75.42285
128,75.42285
129,75.42285
130,75.42285
131,103.903447
132,103.903447
133,103.903447
134,103.903447
135,103.903447
136,103.903447
137,103.903447
138,103.903447
139,103.903447
140,103.903447
141,97.922455
142,97.922455
143,97.922455
144,97.922455
145,97.922455
146,97.922455
147,97.922455
148,97.922455
149,97.922455
150,97.922455
151,110.589917
152,110.589917
153,110.589917
154,110.589917
155,110.589917
156,110.589917
157,110.589917
158,110.589917
159,110.589917
160,110.589917
161,77.61328
162,77.61328
163,77.61328
164,77.61328
165,77.61328
166,77.61328
167,77.61328
168,77.61328
169,77.61328
170,77.61328
171,78.869629
172,78.869629
173,78.869629
174,78.869629
175,78.869629
176,78.869629
177,78.869629
178,78.869629
179,78.869629
180,78.869629
181,79.932331
182,79.932331
183,79.932331
184,79.932331
185,79.932331
186,79.932331
187,79.932331
188,79.932331
189,79.932331
190,79.932331
191,93.080042
192,93.080042
193,93.080042
194,93.080042
195,93.080042
196,93.080042
197,93.080042
198,93.080042
199,93.080042
200,93.080042
201,84.598405
202,84.598405
203,84.598405
204,84.598405
205,84.598405
206,84.598405
207,84.598405
208,84.598405
209,84.598405
210,84.598405
211,124.102263
212,124.102263
213,124.102263
214,124.102263
215,124.102263
216,124.102263
217,124.102263
218,124.102263
219,124.102263
220,124.102263
221,99.036254
222,99.036254
223,99.036254
224,99.036254
225,99.036254
226,99.036254
227,99.036254
228,99.036254
229,99.036254
230,99.036254
231,105.264303
232,105.264303
233,105.264303
234,105.264303
235,105.264303
236,105.264303
237,105.264303
238,105.264303
239,105.264303
240,105.264303
241,94.752445
242,94.752445
243,94.752445
244,94.752445
245,94.752445
246,94.752445
247,94.752445
248,94.752445
249,94.752445
250,94.752445
251,92.965358
252,92.965358
253,92.965358
254,92.965358
255,92.965358
256,92.965358
257,92.965358
258,92.965358
259,92.965358
260,92.965358
261,80.228747
262,80.228747
263,80.228747
264,80.228747
265,80.228747
266,80.228747
267,80.228747
268,80.228747
269,80.228747
270,80.228747
271,77.336562
272,77.336562
273,77.336562
274,77.336562
275,77.336562
276,77.336562
277,77.336562
278,77.336562
279,77.336562
280,77.336562
281,99.409891
282,99.409891
283,99.409891
284,99.409891
285,99.409891
286,99.409891
287,99.409891
288,99.409891
289,99.409891
290,99.409891
291,105.483059
292,105.483059
293,105.483059
294,105.483059
295,105.483059
296,105.483059
297,105.483059
298,105.483059
299,105.483059
300,105.483059
301,102.474727
302,102.474727
303,102.474727
304,102.474727
305,102.474727
306,102.474727
307,102.474727
308,102.474727
309,102.474727
310,102.474727
311,85.697895
312,85.697895
313,85.697895
314,85.697895
315,85.697895
316,85.697895
317,85.697895
318,85.697895
319,85.697895
320,85.697895
321,87.085579
322,87.085579
323,87.085579
324,87.085579
325,87.085579
326,87.085579
327,87.085579
328,87.085579
329,87.085579
330,87.085579
331,83.385674
332,83.385674
333,83.385674
334,83.385674
335,83.385674
336,83.385674
337,83.385674
338,83.385674
339,83.385674
340,83.385674
341,71.344914
342,71.344914
343,71.344914
344,71.344914
345,71.344914
346,71.344914
347,71.344914
348,71.344914
349,71.344914
350,71.344914
351,77.918453
352,77.918453
353,77.918453
354,77.918453
355,77.918453
356,77.918453
357,77.918453
358,77.918453
359,77.918453
360,77.918453
361,83.733212
362,83.733212
363,83.733212
364,83.733212
365,83.733212
366,83.733212
367,83.733212
368,83.733212
369,83.733212
370,83.733212
371,77.268241
372,77.268241
373,77.268241
374,77.268241
375,77.268241
376,77.268241
377,77.268241
378,77.268241
379,77.268241
380,77.268241
381,63.858266
382,63.858266
383,63.858266
384,63.858266
385,63.858266
386,63.858266
387,63.858266
388,63.858266
389,63.858266
390,63.858266
391,107.725437
392,107.725437
393,107.725437
394,107.725437
395,107.725437
396,107.725437
397,107.725437
398,107.725437
399,107.725437
400,107.725437
401,89.064581
402,89.064581
403,89.064581
404,89.064581
405,89.064581
406,89.064581
407,89.064581
408,89.064581
409,89.064581
410,89.064581
411,78.128953
412,78.128953
413,78.128953
414,78.128953
415,78.128953
416,78.128953
417,78.128953
418,78.128953
419,78.128953
420,78.128953
421,108.688364
422,108.688364
423,108.688364
424,108.688364
425,108.688364
426,108.688364
427,108.688364
428,108.688364
429,108.688364
430,108.688364
431,97.925059
432,97.925059
433,97.925059
434,97.925059
435,97.925059
436,97.925059
437,97.925059
438,97.925059
439,97.925059
440,97.925059
441,74.826843
442,74.826843
443,74.826843
444,74.826843
445,74.826843
446,74.826843
447,74.826843
448,74.826843
449,74.826843
450,74.826843
451,108.477675
452,108.477675
453,108.477675
454,108.477675
455,108.477675
456,108.477675
457,108.477675
458,108.477675
459,108.477675
460,108.477675
461,93.675896
462,93.675896
463,93.675896
464,93.675896
465,93.675896
466,93.675896
467,93.675896
468,93.675896
469,93.675896
470,93.675896
471,92.557379
472,92.557379
473,92.557379
474,92.557379
475,92.557379
476,92.557379
477,92.557379
478,92.557379
479,92.557379
480,92.557379
481,100.373566
482,100.373566
483,100.373566
484,100.373566
485,100.373566
486,100.373566
487,100.373566
488,100.373566
489,100.373566
490,100.373566
491,110.8747
492,110.8747
493,110.8747
494,110.8747
495,110.8747
496,110.8747
497,110.8747
498,110.8747
499,110.8747
500,110.8747
501,91.306049
502,91.306049
503,91.306049
504,91.306049
505,91.306049
506,91.306049
507,91.306049
508,91.306049
509,91.306049
510,91.306049
511,76.963231
512,76.963231
513,76.963231
514,76.963231
515,76.963231
516,76.963231
517,76.963231
518,76.963231
519,76.963231
520,76.963231
521,96.787448
522,96.787448
523,96.787448
524,96.787448
525,96.787448
526,96.787448
527,96.787448
528,96.787448
529,96.787448
530,96.787448
531,80.676261
532,80.676261
533,80.676261
534,80.676261
535,80.676261
536,80.676261
537,80.676261
538,80.676261
539,80.676261
540,80.676261
541,94.469519
542,94.469519
543,94.469519
544,94.469519
545,94.469519
546,94.469519
547,94.469519
548,94.469519
549,94.469519
550,94.469519
551,90.862158
552,90.862158
553,90.862158
554,90.862158
555,90.862158
556,90.862158
557,90.862158
558,90.862158
559,90.862158
560,90.862158
561,89.466092
562,89.466092
563,89.466092
564,89.466092
565,89.466092
566,89.466092
567,89.466092
568,89.466092
569,89.466092
570,89.466092
571,105.528063
572,105.528063
573,105.528063
574,105.528063
575,105.528063
576,105.528063
577,105.528063
578,105.528063
579,105.528063
580,105.528063
581,91.78947
582,91.78947
583,91.78947
584,91.78947
585,91.78947
586,91.78947
587,91.78947
588,91.78947
589,91.78947
590,91.78947
591,89.78663
592,89.78663
593,89.78663
594,89.78663
595,89.78663
596,89.78663
597,89.78663
598,89.78663
599,89.78663
600,89.78663
601,85.448481
602,85.448481
603,85.448481
604,85.448481
605,85.448481
606,85.448481
607,85.448481
608,85.448481
609,85.448481
610,85.448481
611,107.79357
612,107.79357
613,107.79357
614,107.79357
615,107.79357
616,107.79357
617,107.79357
618,107.79357
619,107.79357
620,107.79357
621,83.640512
622,83.640512
623,83.640512
624,83.640512
625,83.640512
626,83.640512
627,83.640512
628,83.640512
629,83.640512
630,83.640512
631,118.858467
632,118.858467
633,118.858467
634,118.858467
635,118.858467
636,118.858467
637,118.858467
638,118.858467
639,118.858467
640,118.858467
641,94.58262
642,94.58262
643,94.58262
644,94.58262
645,94.58262
646,94.58262
647,94.58262
648,94.58262
649,94.58262
650,94.58262
651,109.610986
652,109.610986
653,109.610986
654,109.610986
655,109.610986
656,109.610986
657,109.610986
658,109.610986
659,109.610986
660,109.610986
661,81.110589
662,81.110589
663,81.110589
664,81.110589
665,81.110589
666,81.110589
667,81.110589
668,81.110589
669,81.110589
670,81.110589
671,93.758405
672,93.758405
673,93.758405
674,93.758405
675,93.758405
676,93.758405
677,93.758405
678,93.758405
679,93.758405
680,93.758405
681,89.206189
682,89.206189
683,89.206189
684,89.206189
685,89.206189
686,89.206189
687,89.206189
688,89.206189
689,89.206189
690,89.206189
691,77.384453
692,77.384453
693,77.384453
694,77.384453
695,77.384453
696,77.384453
697,77.384453
698,77.384453
699,77.384453
700,77.384453
701,73.409712
702,73.409712
703,73.409712
704,73.409712
705,73.409712
706,73.409712
707,73.409712
708,73.409712
709,73.409712
710,73.409712
711,108.388732
712,108.388732
713,108.388732
714,108.388732
715,108.388732
716,108.388732
717,108.388732
718,108.388732
719,108.388732
720,108.388732
721,83.197499
722,83.197499
723,83.197499
724,83.197499
725,83.197499
726,83.197499
727,83.197499
728,83.197499
729,83.197499
730,83.197499
731,84.52265
732,84.52265
733,84.52265
734,84.52265
735,84.52265
736,84.52265
737,84.52265
738,84.52265
739,84.52265
740,84.52265
741,122.721537
