step,reward,score,bonus,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate
1,5.286198681571083,1.7441309507759684e-09,8.720654753879842e-08,-1.0,1.0,-1.0,-0.250678,-35.36380618810654,3.663964182138443,33046
2,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,0.523564,-0.2599308,0.14528328,-1.0,-20.0,11.0,160000
3,7.576541198575736,2.6107372264050355e-08,1.3053686132025177e-06,-0.8315146,-0.85097575,0.50073814,0.49383742,-56.451953649520874,6.224467180669308,151563
4,8.557719882612979,7.131142609750896e-08,3.565571304875448e-06,1.0,-0.7273781,-0.0059008873,-0.11984416,-43.73912692070007,1.0,160000
5,8.560140774466447,7.14866956741389e-08,3.574334783706945e-06,0.54121643,0.6866618,0.39512843,-0.2956335,-20.0,1.0,101359
6,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,0.22528455,-0.6182824,1.0,0.63674647,-60.0,10.99791830778122,61622
7,9.371184154411543,1.621127836415326e-07,8.10563918207663e-06,0.22492354,0.28416547,0.06925881,1.0,-34.3496298789978,7.618601679801941,106110
8,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-0.76628953,-0.4663312,0.8181884,-0.20844953,-47.5775146484375,4.466989696025848,32000
9,7.730757876469415,3.062734776904108e-08,1.531367388452054e-06,-0.7969984,1.0,1.0,0.72329557,-34.220534563064575,1.0109323859214783,68366
10,4.826925893556852,7.335853036138928e-10,3.667926518069464e-08,-0.71502995,0.28830007,0.21612318,-0.28188047,-36.05574458837509,2.603849232196808,32000
11,10.862009890457635,7.233245469251415e-07,3.6166227346257074e-05,0.33626434,-0.58807284,-1.0,0.64337236,-20.0,6.520116202533245,73016
12,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,-1.0,0.8220811,-0.4688155,-60.0,10.270439743995667,50478
13,22.37898618930633,0.023013344034552574,1.1506672017276287,-1.0,-0.48412424,0.2019784,-0.91261876,-31.794493198394775,3.646082490682602,150450
14,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,1.0,0.5483832,-0.38054374,-1.0,-60.0,11.0,129419
15,15.447309816629243,7.075819303281605e-05,0.0035379096516408026,0.19482483,-1.0,0.644759,1.0,-60.0,1.0,60062
16,12.431566364798192,3.4785500702128047e-06,0.00017392750351064024,0.47037926,-1.0,0.71496236,0.28207275,-28.876826763153076,4.5305264592170715,88281
17,8.919014078617629,1.02780155941673e-07,5.13900779708365e-06,0.50058407,0.26040936,-1.0,-0.4880098,-60.0,5.403490163385868,77223
18,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,0.25524077,0.24975656,1.0,-0.41017523,-41.18639558553696,11.0,34896
19,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,0.2940717,0.9125913,-1.0,-26.31819486618042,9.08649867773056,111528
20,5.304766669596331,1.795559922967982e-09,8.97779961483991e-08,-0.31574473,0.03745332,-0.8949219,-1.0,-21.20213747024536,3.2091057896614075,32000
21,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-1.0,1.0,1.0,-1.0,-20.0,11.0,60552
22,11.23641211044057,1.0522388720346498e-06,5.261194360173249e-05,0.28187177,-0.65460485,-0.033838995,-0.91037077,-45.88047742843628,6.042806942947209,160000
23,20.108679087049637,0.005660045426338911,0.28300227131694555,-0.23261184,-1.0,-0.6651863,0.91078395,-20.0,1.0,144572
24,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,-0.8799237,0.18141161,0.919635,-1.0,-60.0,1.0,126511
25,9.11103091658821,1.247493344180839e-07,6.2374667209041945e-06,-1.0,-1.0,-0.1782834,-0.88099337,-52.496302127838135,11.0,160000
26,6.19524473509706,5.810804726280594e-09,2.905402363140297e-07,1.0,0.43196765,-0.0056021423,0.42093274,-23.20766806602478,11.0,66604
27,4.564281267557219,3.3315336600558965e-10,1.6657668300279482e-08,0.8646153,-1.0,1.0,0.69797045,-37.07900106906891,3.7885547280311584,32000
28,4.597294634036817,3.7789979479008196e-10,1.8894989739504098e-08,-0.6507617,0.73665786,0.50261503,0.23234886,-56.16361975669861,4.263128995895386,132320
29,5.315580791113156,1.825955497913867e-09,9.129777489569335e-08,-1.0,-0.41975576,1.0,-0.1664365,-51.1081337928772,6.662689059972763,100376
30,13.845831180841401,1.4304248907137662e-05,0.0007152124453568831,0.5899447,0.021765115,1.0,0.8783813,-58.73121500015259,1.0,160000
31,9.156056121949396,1.3054058456418716e-07,6.527029228209358e-06,1.0,0.028576927,0.045406524,0.33428067,-23.44178557395935,2.1584439873695374,68534
32,4.3898820019403235,1.1979746361578947e-10,5.989873180789473e-09,-1.0,1.0,0.6836566,-0.6314464,-60.0,8.396944761276245,84113
33,15.17549701025905,5.3962583479005843e-05,0.002698129173950292,-1.0,-0.6375,-1.0,-0.5720743,-23.455206155776978,4.213111758232117,100236
34,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,0.42831925,0.4893317,1.0,-1.0,-20.0,1.0298598408699036,32000
35,8.52113867820762,6.871399449437376e-08,3.4356997247186882e-06,-0.4533869,0.35904396,-0.20590232,1.0,-20.0,9.903842866420746,88691
36,4.503535824232458,2.5458099517372546e-10,1.2729049758686273e-08,1.0,1.0,1.0,-0.43121123,-60.0,4.795369789004326,160000
37,4.319139052430327,4.331681888181116e-11,2.165840944090558e-09,0.11206951,0.04273564,-0.7565123,-0.43755957,-51.570611000061035,11.0,69228
38,5.894902400210443,4.043841705936302e-09,2.021920852968151e-07,-1.0,-1.0,0.4974988,0.4053281,-28.2071316242218,10.919025003910065,98283
39,4.863186081213629,7.9759898685694e-10,3.9879949342847e-08,-0.7052028,1.0,0.17289732,-0.060838286,-20.0,6.217625796794891,94421
40,5.236540709300931,1.6111910694505127e-09,8.055955347252564e-08,-0.2388806,0.5727307,-0.025572127,0.3146603,-40.447094179689884,5.816519282758236,136988
41,9.25344304096397,1.4399535075426684e-07,7.199767537713342e-06,1.0,0.3181323,-0.2599432,0.006095849,-32.52872109413147,5.088195636868477,150828
42,4.34029993752543,6.562957122202562e-11,3.281478561101281e-09,-1.0,0.1928425,1.0,0.14203486,-59.27460432052612,11.0,77396
43,12.95553437144988,5.87426529818913e-06,0.0002937132649094565,-1.0,-0.63048977,-0.5127407,-0.32569227,-25.573625564575195,7.846087872982025,137692
44,5.053380277513999,1.1741679850629794e-09,5.870839925314897e-08,-1.0,-0.035301834,0.7176089,0.31272167,-20.553836822509766,11.0,32000
45,5.304770323259596,1.7955701370198085e-09,8.977850685099042e-08,1.0,1.0,0.6634127,-1.0,-60.0,3.502703070640564,160000
