step,session_step,session_progress_pct,reward,score,bonus,cluster,dsp_jitter,dsp_shimmer,dsp_tilt,dsp_harmonics,dsp_threshold,dsp_ratio,dsp_bitrate,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,conditioned_action_0,conditioned_action_1,conditioned_action_2,conditioned_action_3,conditioned_action_4,conditioned_action_5,conditioned_action_6
409601,1,0.001220703125,19.007089614868164,2.4071628104138654e-06,0.0,9,0.9998547,-1.0,-1.0,1.0,-59.99819040298462,1.0,160000,0.57246137,-0.63008803,-1.0,0.46016848,-1.0,-0.75866914,1.0,1.0,-1.0,-1.0,0.8283032,-1.0,-1.0,1.0
409602,2,0.00244140625,17.653602600097656,1.1377746034213487e-07,0.0,9,0.99179167,0.8001947,-1.0,1.0,-35.44997066259384,1.0,160000,0.5510761,0.9678722,-1.0,1.0,0.12633944,-1.0,1.0,0.991937,1.0,-1.0,1.0,0.22741097,-1.0,1.0
409603,3,0.003662109375,17.765777587890625,1.3730281978041603e-07,0.0,9,0.89222735,0.8001947,-1.0,1.0,-20.0,1.0,160000,0.49576262,1.0,-1.0,1.0,1.0,-0.5332421,1.0,0.89237267,1.0,-1.0,1.0,1.0,-0.95983577,1.0
409604,4,0.0048828125,11.50133991241455,9.094777198015436e-08,0.0,9,0.9998547,-1.0,-1.0,0.25430793,-40.80889530479908,1.0,95985,1.0,-0.63333964,-0.2696404,-0.3309629,-0.022519588,-0.33831215,-0.6519668,1.0,-1.0,-0.4853527,-0.5957332,-0.04053526,-0.6089619,-1.0
409605,5,0.006103515625,19.232175827026367,3.994135568063939e-06,0.0,9,0.25365126,0.8001947,-1.0,1.0,-20.0,1.0,160000,0.1409981,1.0,-0.22395033,1.0,1.0,-0.8496823,1.0,0.25379658,1.0,-0.40311056,1.0,1.0,-1.0,1.0
409606,6,0.00732421875,18.125516891479492,9.710112180982833e-07,0.0,9,-1.0,0.33100933,-0.2892635,1.0,-20.0,3.7487073838710785,160000,-0.6091521,0.29489702,0.39480639,1.0,0.6692849,-0.027830005,1.0,-1.0,0.53081465,0.71065146,1.0,1.0,-0.05009401,1.0
409607,7,0.008544921875,22.312049865722656,0.0035446956753730774,0.0,9,-1.0,0.8001947,-1.0,1.0,-20.0,1.0,160000,-0.79770476,0.99571043,-1.0,0.7877963,1.0,-1.0,0.39596474,-1.0,1.0,-1.0,1.0,1.0,-1.0,0.7127365
409608,8,0.009765625,17.991838455200195,2.199665374291726e-07,0.0,9,0.9786407,-0.57929957,-1.0,1.0,-27.866705656051636,1.0,160000,0.54377,-0.21083015,-1.0,1.0,0.3369857,-1.0,0.04001355,0.978786,-0.37949425,-1.0,1.0,0.60657424,-1.0,0.07202439
409609,9,0.010986328125,19.780536651611328,1.6183075786102563e-05,0.0,9,-0.21534504,0.8001947,-0.8189832,0.22018379,-59.99819040298462,1.0,160000,-0.1195554,1.0,0.10051763,-0.34992075,-0.7180803,-1.0,0.16904604,-0.21519971,1.0,0.18093173,-0.62985736,-1.0,-1.0,0.30428287
409610,10,0.01220703125,18.695667266845703,1.1096753951278515e-06,0.0,9,0.9998547,0.8001947,-0.38662338,1.0,-59.99819040298462,1.0,160000,1.0,1.0,0.34071755,1.0,-1.0,-1.0,1.0,1.0,1.0,0.61329156,1.0,-1.0,-1.0,1.0
409611,11,0.013427734375000002,19.93307876586914,2.0736921214847825e-05,0.0,3,-1.0,1.0,-1.0,1.0,-53.0114221572876,1.0,160000,-0.71779436,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0
409612,12,0.0146484375,20.970911026000977,0.00021385084255598485,0.0,3,-1.0,1.0,-1.0,1.0,-53.0114221572876,1.0,160000,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0
409613,13,0.015869140625,18.055044174194336,2.5720058260958467e-07,0.0,3,-1.0,1.0,-1.0,1.0,-20.0,1.0,160000,-0.43414494,1.0,-1.0,1.0,1.0,-0.7264021,1.0,-0.7814609,1.0,-1.0,1.0,1.0,-1.0,1.0
409614,14,0.01708984375,12.288776397705078,6.109485894967293e-08,0.0,3,0.48701358,1.0,-1.0,1.0,-31.637526154518127,1.0,160000,0.5493565,1.0,-1.0,1.0,0.03816378,-0.76327956,0.812639,0.9888417,1.0,-1.0,1.0,0.06869481,-1.0,1.0
409615,15,0.018310546875,12.451516151428223,8.229794445924199e-08,0.0,3,0.4981718,1.0,-0.9984579,0.93798023,-20.0,1.0,160000,1.0,1.0,-0.16947657,-0.01475668,1.0,-0.9894069,0.4528249,1.0,1.0,-0.30505782,-0.026562022,1.0,-1.0,0.81508476
409616,16,0.01953125,12.26557445526123,5.795499902205847e-08,0.0,3,-1.0,1.0,-1.0,1.0,-53.0114221572876,1.0,160000,-1.0,0.86801434,-0.8027959,0.09909165,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.17836496,-1.0,-1.0,1.0
409617,17,0.020751953125,15.804754257202148,1.0026855079559027e-07,0.0,3,-1.0,1.0,0.24349505,1.0,-20.0,1.0,49319,-0.7604407,1.0,0.5204973,1.0,0.6052382,-0.2953018,-0.51094186,-1.0,1.0,0.93689513,1.0,1.0,-0.5315432,-0.9196953
